time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13.701000,28.1494,-23.1402,-3.0298,36.566
13.711000,27.1588,-21.2489,-3.0780,34.621
13.719000,25.8164,-19.1938,-3.6329,32.374
13.728000,23.7798,-17.1764,-4.2593,29.642
13.738000,20.9922,-15.3925,-4.3290,26.388
13.749000,18.0791,-13.8978,-3.7269,23.106
13.765000,14.5416,-12.5711,-2.8806,19.437
13.768000,11.4320,-11.6140,-2.4472,16.479
13.798000,9.9094,-10.4608,-2.1804,14.573
13.801000,9.8880,-9.2021,-2.1680,13.680
13.801000,9.9894,-7.4168,-2.2136,12.637
13.810000,9.8133,-5.3437,-3.4737,11.701
13.819000,9.0791,-3.7469,-6.2769,11.656
13.828000,8.9001,-0.5887,-11.2105,14.326
13.838000,10.8755,4.8264,-18.8615,22.301
13.849000,15.6956,9.4370,-24.7274,30.771
13.861000,20.4484,13.9199,-27.7063,37.142
13.868000,23.2475,18.1766,-27.7603,40.515
13.879000,24.8320,19.7746,-24.8046,40.286
13.888000,28.1415,21.1562,-22.0746,41.555
13.898000,37.3801,24.5745,-19.7842,48.914
13.915000,48.6836,28.3473,-18.0428,59.154
13.919000,58.3212,30.0621,-18.7288,68.234
13.954000,65.3411,28.8518,-21.7711,74.672
13.957000,67.6399,25.0674,-24.3678,76.140
13.958000,67.3299,19.5576,-24.9785,74.429
13.961000,64.1304,13.0049,-23.0891,69.390
13.968000,56.2639,7.4396,-19.0082,59.852
13.981000,47.1015,3.6156,-15.8154,49.817
13.988000,38.3489,0.6522,-13.3931,40.626
14.000000,30.7990,-1.6204,-12.8873,33.426
14.010000,24.7022,-3.5702,-13.6707,28.458
14.019000,18.9607,-5.2140,-14.2477,24.284
14.029000,13.8889,-6.3152,-13.7022,20.507
14.038000,9.5872,-6.9888,-12.1830,17.005
14.049000,7.1773,-7.4014,-10.7276,14.879
14.083000,6.9255,-7.6875,-9.3708,13.960
14.086000,8.1858,-8.3212,-8.3731,14.365
14.088000,9.7357,-9.1546,-7.5526,15.350
14.090000,11.1766,-10.3623,-6.9838,16.765
14.098000,12.8266,-11.8805,-7.0059,18.835
14.110000,14.5509,-13.7225,-7.5611,21.382
14.118000,15.7096,-16.3087,-8.6483,24.240
14.129000,16.1716,-19.2365,-9.7593,26.959
14.138000,16.0905,-21.5225,-10.4723,28.841
14.149000,15.6172,-23.1092,-10.5475,29.819
14.160000,14.8099,-23.9038,-10.3238,29.955
14.168000,13.6431,-24.3452,-10.1773,29.705
14.179000,12.9828,-24.2546,-9.8184,29.210
14.188000,13.0354,-24.0157,-10.1443,29.148
14.199000,14.7083,-23.6448,-11.4101,30.093
14.235000,16.6738,-23.2448,-12.8223,31.349
14.238000,17.2592,-23.0437,-13.8705,31.958
14.240000,16.9037,-21.8422,-13.8278,30.887
14.241000,16.4491,-20.1118,-12.9284,29.021
14.248000,16.1685,-19.2465,-10.8227,27.367
14.261000,16.1085,-19.3997,-8.6023,26.643
14.268000,15.5731,-19.1629,-6.6571,25.575
14.279000,15.1000,-18.5632,-5.5231,24.558
14.288000,14.5905,-18.5139,-4.9828,24.093
14.298000,13.7601,-18.7031,-4.7325,23.697
14.310000,12.5880,-18.7299,-4.7935,23.070
14.319000,10.6508,-19.2831,-5.0950,22.611
14.329000,8.0238,-19.6244,-6.2217,22.095
14.339000,5.7338,-20.1757,-7.5788,22.302
14.349000,2.2034,-21.1185,-8.4895,22.867
14.359000,-2.0827,-23.0885,-9.4297,25.027
14.384000,-4.4597,-27.3859,-9.9249,29.468
14.388000,-9.9791,-34.3685,-9.0344,36.911
14.390000,-19.3381,-37.9973,-5.1881,42.950
14.401000,-26.6828,-40.0342,0.4569,48.114
14.409000,-32.2559,-41.6012,4.1468,52.804
14.419000,-35.4179,-42.0142,4.9657,55.175
14.430000,-33.9612,-42.0233,5.1575,54.276
14.438000,-30.8723,-41.1518,6.3404,51.834
14.448000,-27.6098,-39.8968,7.6629,49.120
14.466000,-23.1757,-38.2157,7.3378,45.292
14.470000,-17.8391,-36.8965,4.8141,41.265
14.499000,-11.8669,-35.9038,0.4780,37.817
14.503000,-6.0168,-35.2331,-4.2425,35.994
14.504000,-1.0744,-35.1514,-8.2952,36.133
14.511000,4.3436,-35.2056,-12.0908,37.477
14.518000,10.1478,-35.7533,-15.5793,40.299
14.529000,16.3406,-35.8186,-19.2563,43.827
14.538000,21.7359,-36.4130,-22.6525,48.078
14.549000,27.7376,-36.1774,-25.3976,52.184
14.558000,33.7660,-34.5962,-26.7376,55.244
14.569000,38.4397,-32.3036,-26.3178,56.690
14.580000,41.2423,-28.9189,-23.7218,55.677
14.588000,40.2539,-25.7480,-19.7209,51.694
14.601000,37.0191,-23.3731,-16.3171,46.722
14.618000,33.1965,-21.7147,-13.5026,41.903
14.621000,29.4806,-20.7643,-10.9860,37.696
14.656000,25.4521,-20.2166,-8.6266,33.629
14.659000,21.6719,-19.8262,-6.9534,30.184
14.661000,18.7039,-19.9206,-6.7436,28.145
14.663000,16.7089,-20.2963,-7.8031,27.423
14.669000,15.3970,-20.3691,-8.8531,27.025
14.679000,14.3366,-20.2163,-9.9846,26.719
14.688000,13.2262,-19.7496,-11.0024,26.192
14.699000,12.5350,-18.9239,-11.8560,25.609
14.708000,12.3000,-17.5555,-12.3924,24.760
14.719000,12.1489,-16.0227,-12.3833,23.615
14.729000,12.7424,-14.5292,-12.0962,22.799
14.739000,13.5924,-12.4606,-10.8657,21.403
14.749000,13.7710,-10.3272,-9.3774,19.602
14.759000,13.6658,-8.0378,-7.9318,17.728
14.784000,13.1496,-5.2018,-6.2815,15.473
14.786000,12.5998,-2.6320,-5.5345,14.011
14.789000,13.5183,-0.8660,-6.4703,15.012
14.800000,17.0756,0.7920,-9.2169,19.420
14.809000,20.6038,5.7968,-12.8457,24.963
14.819000,22.8347,12.1330,-17.8410,31.416
14.829000,23.2562,18.0307,-22.4258,36.998
14.838000,21.1806,26.5252,-24.3129,41.753
14.848000,19.1670,36.8346,-23.1092,47.520
14.860000,18.1451,44.1281,-23.6934,53.272
14.869000,24.9774,47.0967,-31.8346,62.092
14.884000,37.1548,46.7830,-42.1160,73.095
14.889000,48.4069,40.8373,-52.3551,82.170
14.923000,55.4458,30.5703,-58.4531,86.172
14.926000,55.2280,19.0945,-54.4070,79.843
14.930000,49.9390,10.4072,-40.8618,65.360
14.932000,42.2936,5.2279,-28.6127,51.330
14.938000,34.2535,2.4225,-19.6660,39.572
14.950000,27.1207,1.4713,-13.9319,30.525
14.961000,21.9976,1.4404,-11.6923,24.954
14.968000,18.5165,2.3187,-11.9297,22.148
14.979000,16.7116,2.5212,-14.0128,21.954
14.988000,15.6730,2.4067,-15.3290,22.055
15.000000,13.8973,1.4568,-14.9805,20.486
15.008000,11.6600,0.0070,-13.5874,17.905
15.018000,9.9357,-1.6922,-12.0062,15.676
15.033000,8.7445,-3.0333,-10.0925,13.694
15.038000,7.8143,-4.8236,-7.7931,12.044
15.065000,8.3238,-5.7900,-7.3002,12.494
15.068000,10.3213,-6.2692,-8.4169,14.720
15.069000,13.6720,-7.0084,-10.7084,18.727
15.079000,17.4411,-8.0558,-13.4716,23.464
15.089000,20.2165,-9.8658,-15.8856,27.539
15.098000,21.2034,-12.6911,-17.3122,30.172
15.108000,20.3763,-15.3582,-17.6249,31.011
15.119000,18.4237,-17.3561,-17.0613,30.525
15.129000,15.2521,-18.5523,-15.8660,28.784
15.139000,13.2930,-18.3532,-15.7163,27.578
15.148000,13.6413,-17.0667,-17.4757,27.978
15.158000,15.9162,-16.8596,-19.8693,30.535
15.169000,17.9074,-17.7288,-21.9157,33.396
15.202000,17.9667,-18.8780,-22.2610,34.274
15.205000,17.2581,-18.8147,-20.8286,32.949
15.206000,15.5435,-17.2347,-17.9310,29.328
15.210000,13.5375,-15.6886,-14.9391,25.546
15.219000,12.2557,-14.7537,-12.0911,22.673
15.230000,11.1732,-13.7639,-8.9588,19.863
15.238000,10.7888,-12.5765,-6.3437,17.743
15.249000,12.1175,-10.9340,-5.6965,17.287
15.258000,14.1699,-9.2484,-6.5405,18.141
15.268000,16.1580,-8.8436,-8.3686,20.232
15.279000,16.6890,-9.4274,-9.9022,21.574
15.288000,16.2332,-10.4282,-10.0214,21.741
15.300000,13.9984,-11.4282,-8.9041,20.146
15.318000,11.4294,-11.7487,-7.9887,18.234
15.321000,10.3883,-12.3430,-7.5978,17.832
15.359000,9.3436,-12.9141,-7.0589,17.433
15.365000,6.8287,-15.2967,-8.0924,18.604
15.366000,1.4684,-18.8451,-10.1091,21.436
15.367000,-6.6575,-23.5490,-12.9946,27.708
15.369000,-15.6534,-28.2649,-16.4484,36.256
15.379000,-25.2653,-33.3269,-20.4160,46.538
15.388000,-33.4370,-36.8505,-23.4015,54.987
15.401000,-39.3012,-39.1787,-23.0444,60.088
15.408000,-41.7009,-39.7616,-19.2737,60.757
15.418000,-41.5473,-38.7716,-14.0763,58.545
15.429000,-38.6343,-36.8883,-9.3214,54.224
15.438000,-32.8325,-34.8280,-7.8425,48.502
15.449000,-26.0242,-33.6935,-9.3856,43.596
15.460000,-16.6312,-32.7512,-13.8688,39.263
15.470000,-6.3925,-32.1681,-21.2722,39.092
15.510000,2.3606,-32.7307,-28.5130,43.473
15.513000,11.4829,-33.1109,-34.1996,48.967
15.515000,21.2509,-32.8725,-37.1831,53.989
15.516000,29.6379,-31.7093,-36.8665,56.948
15.520000,37.1009,-29.3279,-33.6242,58.027
15.530000,42.8982,-26.6126,-28.5716,58.007
15.540000,45.9756,-23.5539,-22.8252,56.476
15.549000,45.8818,-21.0032,-18.6860,53.809
15.558000,43.7013,-19.4040,-15.1952,50.172
15.568000,40.2089,-18.4697,-12.2428,45.910
15.584000,35.6426,-18.2455,-10.2802,41.340
15.588000,30.3724,-18.9087,-9.3051,36.968
15.615000,25.9696,-19.2731,-8.8619,33.532
15.620000,22.7223,-19.7041,-9.0003,31.394
15.622000,20.5049,-19.7884,-9.3932,30.004
15.629000,19.3422,-19.6355,-9.6610,29.206
15.639000,18.4634,-19.2155,-9.2173,28.197
15.648000,17.5409,-18.8391,-8.2904,27.043
15.659000,16.5830,-18.4679,-7.2004,25.844
15.670000,16.3252,-17.9883,-7.0375,25.291
15.679000,15.5716,-17.7115,-6.8718,24.564
15.688000,14.8518,-17.6504,-6.5240,23.972
15.699000,14.3551,-17.1400,-5.2285,22.961
15.708000,13.4387,-16.5301,-3.7083,21.624
15.718000,12.4414,-14.7295,-2.8861,19.496
15.734000,12.7538,-12.4895,-3.9937,18.292
15.740000,15.3739,-9.6773,-6.4822,19.288
15.784000,18.9023,-5.6195,-10.5720,22.375
15.787000,21.1301,-0.7195,-15.8260,26.409
15.789000,21.0960,4.5234,-20.9881,30.100
15.790000,18.3354,10.2502,-27.6539,34.727
15.791000,14.5185,15.0091,-35.2532,40.974
15.800000,11.7151,20.0008,-41.0696,47.159
15.808000,10.5357,25.3989,-41.0472,49.406
15.818000,9.0185,30.6408,-35.7106,47.911
15.829000,8.5969,35.5505,-31.5652,48.313
15.838000,11.6730,40.4895,-30.6039,52.079
15.848000,17.5679,43.7393,-34.4121,58.361
15.859000,25.5270,40.6823,-44.0424,65.164
15.868000,31.9804,35.0853,-53.3684,71.428
15.905000,37.0977,27.5798,-55.6759,72.365
15.908000,38.5048,18.6737,-50.5257,66.213
15.909000,37.4666,10.2515,-41.2546,56.664
15.916000,35.0711,3.2369,-30.3909,46.520
15.918000,32.2429,0.0720,-20.1627,38.028
15.930000,28.2366,-0.9510,-12.3162,30.820
15.939000,24.1483,-0.8601,-6.8052,25.104
15.948000,20.4701,0.1705,-2.7290,20.652
15.963000,17.8226,0.9019,-0.6290,17.856
15.970000,15.7594,0.8088,-0.6052,15.792
15.980000,14.0206,0.4028,-1.4619,14.102
15.988000,12.3814,-0.1017,-3.0437,12.750
15.999000,11.0465,-1.0761,-4.5978,12.013
16.010000,10.7721,-2.2854,-5.8728,12.480
16.021000,11.6702,-3.6005,-7.4721,14.317
16.048000,12.7201,-5.2358,-9.1962,16.546
16.051000,14.0609,-7.1461,-10.6036,19.006
16.053000,14.9915,-9.3398,-11.8482,21.269
16.059000,14.9281,-11.8890,-12.3953,22.756
16.068000,14.0007,-14.0720,-12.2227,23.312
16.080000,12.1850,-15.8133,-11.3731,22.976
16.088000,10.6716,-16.7359,-10.2228,22.327
16.099000,10.6267,-16.8851,-9.6263,22.152
16.108000,11.1004,-16.8772,-9.2571,22.221
16.118000,11.5842,-16.1140,-9.4072,21.962
16.130000,12.9549,-15.2468,-10.3788,22.539
16.138000,14.8636,-14.7671,-11.3643,23.836
16.149000,16.9408,-14.4081,-12.4683,25.496
16.158000,19.3441,-13.9981,-13.2241,27.295
16.168000,21.8670,-14.1540,-13.6749,29.419
16.200000,23.9598,-14.6539,-13.3628,31.103
16.203000,24.7142,-14.7662,-12.2140,31.273
16.205000,24.3374,-14.4943,-11.0430,30.403
16.209000,23.0249,-14.6960,-9.8133,29.024
16.220000,21.0393,-15.1743,-8.7405,27.373
16.230000,17.4944,-15.0735,-7.4230,24.256
16.238000,12.6679,-14.8031,-6.3887,20.504
16.249000,8.5361,-14.7928,-6.1602,18.156
16.259000,5.6456,-15.9031,-6.8108,18.198
16.268000,3.7069,-17.7054,-8.5688,20.016
16.285000,1.8547,-18.8425,-11.3996,22.100
16.288000,-1.4012,-20.8830,-16.3748,26.574
16.320000,-6.1611,-23.0134,-20.2183,31.247
16.323000,-12.6129,-25.2117,-22.0621,35.797
16.324000,-19.1633,-28.7547,-20.9090,40.389
16.331000,-25.2881,-32.4048,-19.1122,45.330
16.339000,-31.7611,-35.0489,-16.7000,50.161
16.349000,-34.8603,-35.7696,-13.0551,51.625
16.359000,-34.9441,-35.9836,-9.9209,51.131
16.368000,-32.3248,-35.6829,-7.7712,48.770
16.380000,-28.5662,-35.5200,-6.1508,45.995
16.389000,-24.0293,-34.8446,-5.5070,42.683
16.399000,-19.1577,-33.4741,-5.4462,38.951
16.408000,-13.8168,-32.0262,-5.5809,35.323
16.420000,-8.7562,-30.5827,-6.1428,32.399
16.434000,-4.4734,-29.7072,-7.1849,30.889
16.438000,0.5321,-29.2851,-9.1634,30.690
16.477000,5.9153,-29.1295,-11.9680,32.043
16.485000,10.9015,-28.9732,-14.7180,34.277
16.487000,16.4540,-28.8944,-17.5295,37.589
16.489000,21.6955,-28.7052,-19.7778,41.059
16.492000,25.8622,-27.2870,-20.4301,42.788
16.501000,29.0539,-25.5286,-20.2842,43.672
16.508000,31.1155,-24.3365,-19.4069,44.012
16.521000,32.0945,-23.0358,-17.6921,43.286
16.528000,31.9469,-21.8163,-15.3080,41.604
16.538000,29.6248,-21.5363,-12.4967,38.699
16.548000,26.5234,-21.7064,-10.1154,35.735
16.559000,24.5418,-21.3139,-8.4168,33.577
16.569000,23.2010,-21.0685,-8.0650,32.361
16.608000,21.7210,-20.7136,-8.6375,31.232
16.611000,20.9423,-19.7404,-9.1248,30.191
16.613000,20.0919,-18.5543,-8.6688,28.690
16.615000,18.3068,-17.5161,-7.3961,26.394
16.619000,16.7180,-16.3072,-5.9951,24.111
16.628000,15.3032,-14.9445,-4.2498,21.808
16.638000,13.2114,-13.5687,-2.7091,19.131
16.649000,11.0882,-12.2820,-1.6675,16.631
16.659000,9.2300,-11.0081,-1.1328,14.410
16.670000,7.6218,-9.9522,-1.3263,12.605
16.678000,6.3870,-9.4176,-1.8415,11.527
16.688000,6.3944,-8.6632,-2.7006,11.101
16.702000,6.9428,-7.3459,-3.8527,10.817
16.709000,8.0249,-5.3218,-4.9855,10.843
16.747000,9.9778,-3.9181,-6.1350,12.351
16.750000,13.0082,-2.7850,-7.9557,15.500
16.752000,15.9981,-0.3167,-10.2573,19.007
16.753000,17.5717,4.1535,-12.6956,22.072
16.760000,19.9338,10.4222,-17.5739,28.545
16.769000,22.7625,16.7486,-23.3429,36.654
16.778000,25.4368,21.9833,-27.5145,43.444
16.788000,28.7239,26.4947,-30.5259,49.587
16.800000,34.2811,30.7930,-34.9107,57.811
16.809000,40.7341,34.3978,-39.9645,66.631
16.819000,48.7646,33.8338,-45.2198,74.616
16.828000,56.5280,29.4681,-49.3017,80.588
16.838000,60.0061,23.4822,-49.0297,80.969
16.854000,59.4321,15.4793,-42.4350,74.649
16.859000,54.8573,7.3215,-31.2471,63.556
16.892000,46.5790,0.7060,-21.3035,51.224
16.895000,37.9988,-3.6987,-15.4153,41.173
16.897000,28.8108,-5.2936,-12.1329,31.706
16.903000,20.6125,-4.4953,-10.7203,23.664
16.909000,14.6853,-3.0780,-10.0724,18.072
16.919000,11.6060,-1.8243,-9.8256,15.316
16.928000,10.2577,-0.9152,-10.2642,14.540
16.938000,10.2607,-0.8514,-11.0778,15.124
16.950000,11.2865,-1.2517,-11.3747,16.073
16.959000,12.9495,-1.6580,-10.7752,16.928
16.968000,14.1097,-2.8424,-9.9001,17.469
16.979000,14.7551,-4.5348,-9.2779,18.010
16.989000,14.8298,-6.3821,-8.0818,18.055
17.031000,14.9773,-8.5695,-7.2502,18.717
17.033000,15.6051,-10.8200,-7.2680,20.333
17.034000,16.4417,-13.2439,-7.4463,22.387
17.035000,16.9002,-15.7152,-7.9408,24.406
17.038000,16.9842,-17.8947,-8.6615,26.148
17.049000,16.8861,-19.9335,-9.9971,27.972
17.060000,16.4008,-22.2446,-11.3366,29.872
17.069000,14.8364,-23.1013,-11.7446,29.862
17.078000,13.8359,-22.8295,-11.9373,29.242
17.088000,13.6202,-22.3692,-12.2431,28.910
17.101000,14.2368,-21.7294,-13.0201,29.058
17.108000,15.7465,-20.8591,-14.0870,29.690
17.119000,17.6092,-20.3889,-14.9581,30.815
17.128000,19.0278,-20.5630,-14.9789,31.769
17.140000,19.6361,-20.7596,-13.7081,31.693
17.179000,19.2259,-20.1413,-11.1667,30.000
17.183000,18.0796,-19.1102,-8.5742,27.669
17.185000,16.5444,-18.3674,-6.5066,25.562
17.187000,14.8129,-17.8263,-5.1179,23.736
17.188000,12.6395,-17.6998,-4.2683,22.164
17.200000,10.7618,-17.3542,-3.8329,20.777
17.209000,10.4333,-16.7349,-4.4782,20.223
17.219000,11.6780,-16.0039,-7.0155,21.017
17.230000,13.0605,-15.8400,-9.7287,22.718
17.239000,14.1460,-16.3490,-11.9685,24.711
17.250000,13.8407,-16.5417,-13.0324,25.200
17.258000,10.6417,-16.3655,-12.8103,23.349
17.269000,4.6594,-18.4201,-11.3547,22.135
17.278000,-4.2668,-21.8154,-10.3554,24.522
17.288000,-11.9249,-23.3020,-9.4545,27.831
17.323000,-15.8800,-23.9339,-7.6064,29.713
17.326000,-20.1520,-26.3328,-6.9075,33.871
17.328000,-27.8093,-30.6556,-8.0229,42.160
17.330000,-37.2164,-34.5275,-7.7691,51.357
17.338000,-44.3389,-37.8394,-8.3707,58.888
17.350000,-46.5945,-39.3064,-9.7246,61.730
17.358000,-41.2037,-38.4033,-8.4356,56.954
17.369000,-35.3089,-36.8943,-6.2604,51.450
17.379000,-29.6665,-35.2774,-5.3099,46.398
17.389000,-25.3843,-34.8679,-6.4537,43.609
17.405000,-19.8544,-34.3039,-8.2107,40.477
17.410000,-13.4181,-34.0078,-10.0975,37.928
17.440000,-6.6962,-33.7213,-12.0144,36.419
17.443000,1.2498,-34.4232,-14.2486,37.277
17.444000,9.1930,-35.6087,-17.3359,40.657
17.449000,17.9898,-36.3649,-21.2612,45.805
17.459000,25.6721,-37.0713,-25.2313,51.672
17.468000,33.0090,-36.1679,-27.1999,56.014
17.478000,40.0270,-32.5611,-25.8106,57.694
17.488000,43.6112,-28.1411,-21.6396,56.233
17.499000,43.3237,-24.6561,-16.5907,52.537
17.508000,40.7727,-22.0449,-11.0358,47.646
17.519000,36.2538,-20.7262,-6.6323,42.284
17.528000,31.3471,-20.1269,-3.8005,37.446
17.539000,27.3844,-19.7165,-2.2830,33.821
17.554000,25.0673,-19.5871,-2.1448,31.885
17.559000,23.6612,-19.6916,-3.2156,30.951
17.591000,22.4432,-19.5855,-4.7740,30.168
17.594000,21.1975,-19.1944,-6.1588,29.252
17.595000,19.6351,-18.4404,-6.8281,27.789
17.602000,18.1173,-17.5075,-6.5302,26.027
17.609000,16.7541,-16.7483,-5.5697,24.336
17.621000,15.2366,-15.8444,-4.1204,22.365
17.629000,13.9427,-15.2494,-2.7293,20.842
17.638000,12.5895,-14.6311,-1.3245,19.347
17.648000,11.1171,-13.5215,-0.0022,17.505
17.659000,9.4504,-12.0639,1.1733,15.370
17.669000,7.6885,-10.2702,2.0566,12.993
17.678000,6.2066,-8.7767,2.6421,11.069
17.690000,6.0433,-8.3416,2.4231,10.582
17.728000,7.8849,-8.3899,1.6784,11.635
17.730000,10.4182,-7.7266,0.3763,12.976
17.732000,12.2933,-4.6265,-0.9265,13.168
17.734000,14.0485,-0.4403,-4.3336,14.708
17.739000,18.1439,3.8377,-11.1542,21.641
17.751000,24.6143,9.2662,-20.0183,33.052
17.759000,31.2760,16.0527,-26.7795,44.193
17.771000,37.1114,23.4564,-31.2990,53.917
17.779000,39.5963,28.1125,-35.4683,60.135
17.788000,39.6415,31.2437,-38.6000,63.542
17.800000,40.1464,32.5613,-40.4998,65.667
17.808000,42.5636,31.1081,-43.7211,68.490
17.818000,46.6220,27.6248,-48.1881,72.518
17.829000,49.6636,22.4516,-51.6653,75.099
17.840000,50.3601,16.1063,-48.5611,71.790
17.883000,45.7528,8.8540,-40.5856,61.797
17.887000,37.8723,2.8503,-32.6980,50.116
17.888000,29.9211,-1.5709,-25.5681,39.389
17.890000,23.9654,-3.5863,-19.4126,31.049
17.891000,20.0507,-3.4213,-14.7614,25.132
17.900000,17.2990,-1.8638,-10.9859,20.577
17.908000,16.0457,-0.7508,-8.5325,18.189
17.920000,16.8080,-0.7328,-6.9008,18.184
17.938000,17.9631,-1.3564,-4.7562,18.632
17.941000,18.8256,-1.8674,-2.5246,19.086
17.949000,18.8614,-2.7197,-1.4605,19.112
17.959000,18.7062,-4.2068,-1.3481,19.221
17.969000,18.4520,-6.2939,-1.6901,19.569
17.978000,18.1009,-9.0122,-2.7873,20.412
17.988000,17.9825,-11.9312,-4.4884,22.042
18.023000,17.8702,-14.9178,-6.2061,24.092
18.026000,17.6277,-17.9980,-7.7470,26.357
18.029000,17.2510,-20.6693,-9.0471,28.402
18.030000,16.3702,-22.8556,-10.1001,29.873
18.038000,15.1054,-24.5665,-10.9575,30.850
18.050000,13.9198,-25.4484,-11.2361,31.107
18.059000,13.1673,-25.6788,-11.2431,30.971
18.068000,12.7415,-25.2671,-11.1308,30.408
18.078000,13.1319,-24.7938,-11.2636,30.233
18.089000,13.7802,-24.6572,-11.7364,30.588
18.105000,14.3665,-24.7024,-12.1883,31.067
18.110000,14.8104,-24.7915,-12.2275,31.360
18.150000,14.7446,-24.4870,-11.4878,30.806
18.152000,14.1628,-23.5787,-10.0814,29.295
18.154000,13.4480,-22.6723,-8.5382,27.709
18.155000,13.0866,-22.1361,-7.3890,26.756
18.158000,12.5125,-21.6372,-6.2139,25.755
18.168000,12.3661,-20.7946,-5.6257,24.839
18.179000,13.1114,-19.4115,-5.8674,24.148
18.188000,14.0840,-18.3188,-6.9736,24.136
18.199000,14.6880,-18.1042,-8.6118,24.853
18.208000,14.4274,-18.1618,-9.1304,24.927
18.219000,13.7540,-17.7884,-7.8565,23.819
18.228000,12.0052,-16.8475,-5.7194,21.463
18.239000,10.3206,-14.7067,-3.7704,18.358
18.255000,8.6783,-12.7500,-2.6592,15.651
18.261000,6.5070,-13.9677,-3.4790,15.797
18.291000,3.3994,-19.4947,-6.4277,20.807
18.293000,-1.8689,-26.6240,-8.9040,28.136
18.294000,-11.9077,-35.0137,-7.7118,37.779
18.304000,-24.3880,-41.0132,-3.9348,47.878
18.309000,-37.2394,-46.9660,-0.5266,59.940
18.320000,-45.7517,-51.2893,0.9182,68.736
18.328000,-47.7124,-52.2665,1.6707,70.789
18.339000,-44.9978,-51.7357,3.2107,68.642
18.350000,-40.2652,-49.6268,3.8648,64.024
18.359000,-32.1264,-47.7956,0.5559,57.592
18.370000,-22.2093,-46.1350,-4.9630,51.442
18.379000,-13.6228,-44.7234,-9.9449,47.798
18.393000,-5.3305,-43.0631,-15.0923,45.942
18.431000,2.0314,-41.8179,-19.2934,46.099
18.432000,8.6318,-41.4873,-21.4868,47.512
18.433000,15.4853,-41.4121,-22.6651,49.684
18.434000,22.2571,-40.5321,-23.1869,51.729
18.438000,28.3620,-39.9450,-24.1385,54.614
18.448000,35.1284,-38.6421,-25.1146,57.948
18.459000,42.6929,-35.7146,-25.1567,61.083
18.469000,48.0392,-32.0549,-24.0131,62.545
18.478000,49.3339,-28.5703,-22.0863,61.138
18.488000,47.5047,-25.6077,-18.6251,57.091
18.500000,43.4146,-23.2962,-13.7495,51.153
18.508000,38.2908,-22.0061,-9.1514,45.102
18.518000,32.6709,-21.3495,-4.9621,39.342
18.528000,27.2694,-21.0677,-1.8628,34.510
18.539000,22.4444,-20.9072,-0.1128,30.674
18.548000,18.7908,-20.7624,0.4966,28.007
18.599000,16.4042,-20.8701,-0.4204,26.549
18.603000,15.9522,-20.6198,-2.3942,26.180
18.605000,16.0118,-19.4488,-4.1206,25.527
18.606000,15.7420,-17.8556,-5.6074,24.456
18.607000,15.0090,-15.9514,-6.7221,22.911
18.609000,13.6510,-14.5474,-7.4675,21.301
18.618000,11.4334,-13.3753,-7.8608,19.272
18.629000,8.6363,-12.0994,-7.6508,16.719
18.639000,6.4005,-11.1446,-6.6738,14.481
18.649000,4.9472,-10.1107,-5.3773,12.475
18.659000,4.7447,-8.6577,-4.3491,10.788
18.672000,6.0253,-6.8338,-5.1651,10.473
18.679000,9.0203,-4.1952,-7.8963,12.701
18.715000,13.4469,-1.2052,-12.0796,18.116
18.719000,18.7192,2.6643,-18.5930,26.518
18.720000,23.9678,7.6170,-25.5117,35.823
18.722000,29.4737,12.7104,-31.1878,44.754
18.728000,33.2315,18.5948,-33.4110,50.660
18.739000,34.9043,23.7975,-33.0997,53.668
18.748000,36.1941,29.2604,-32.6606,56.859
18.758000,39.7375,33.8052,-35.6754,63.203
18.768000,46.9573,35.4866,-41.1173,71.798
18.778000,55.3278,32.4964,-49.9987,81.345
18.788000,62.0017,25.1663,-56.5533,87.612
18.806000,61.8882,13.4594,-52.6671,82.372
18.810000,54.6550,3.4974,-39.9077,67.764
18.847000,44.4060,-4.1501,-27.0060,52.139
18.854000,34.4033,-7.9777,-18.1266,39.696
18.856000,25.4927,-9.1634,-12.5856,29.870
18.857000,18.1660,-7.8290,-8.3924,21.488
18.858000,14.1571,-5.5478,-6.1540,16.403
18.868000,12.6890,-3.4366,-5.2166,14.143
18.878000,12.6093,-1.2449,-4.6642,13.502
18.889000,13.6189,-0.2195,-4.8398,14.455
18.901000,14.7214,-0.4864,-5.3318,15.665
18.908000,15.4997,-1.4301,-5.7988,16.611
18.918000,15.8556,-3.1870,-6.0514,17.268
18.928000,15.5422,-5.1235,-5.9158,17.401
18.939000,15.2838,-7.3057,-6.2179,18.045
18.948000,15.4145,-9.8539,-6.5712,19.439
18.960000,15.5547,-12.5395,-6.9416,21.151
19.009000,15.7056,-15.1266,-7.6101,23.095
19.012000,16.2901,-17.1312,-8.5032,25.123
19.013000,16.6451,-18.7400,-9.5701,26.830
19.014000,16.9212,-20.5227,-10.6354,28.646
19.015000,16.3475,-21.9421,-10.7710,29.406
19.021000,15.5492,-22.7993,-10.4625,29.514
19.028000,15.0960,-23.4343,-10.0481,29.631
19.038000,14.8337,-23.7446,-9.2620,29.489
19.050000,15.1580,-23.1151,-8.3831,28.885
19.060000,15.9532,-22.0843,-8.0266,28.402
19.068000,16.9530,-21.4188,-8.4959,28.607
