time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
8.334000,38.7283,-7.0698,-47.2415,61.495
8.337000,32.5680,-11.6885,-38.4417,51.721
8.339000,28.7864,-14.8892,-32.9266,46.201
8.349000,28.2567,-15.6963,-27.0267,42.134
8.360000,29.2636,-13.4011,-20.1135,37.954
8.368000,30.4919,-11.4743,-14.0942,35.497
8.378000,30.9974,-9.1449,-8.3589,33.382
8.388000,30.3547,-7.9651,-3.9776,31.633
8.403000,29.6851,-8.1615,-1.3118,30.815
8.408000,29.0469,-9.2734,-0.8015,30.502
8.419000,28.1203,-11.3822,-2.0739,30.407
8.428000,26.7644,-14.3597,-4.1569,30.656
8.439000,25.4521,-17.6385,-5.9107,31.526
8.448000,23.7704,-20.9817,-7.3256,32.541
8.458000,22.3914,-24.3882,-9.0755,34.330
8.481000,21.5188,-27.3561,-10.8373,36.454
8.486000,20.6099,-29.4008,-12.3885,37.982
8.489000,20.1302,-30.9003,-13.5323,39.283
8.499000,20.2930,-32.0329,-14.1339,40.468
8.508000,19.3842,-32.7246,-14.0291,40.540
8.519000,18.5770,-32.3913,-13.8330,39.820
8.528000,18.9440,-30.5744,-13.0391,38.258
8.539000,19.9349,-29.6231,-13.1139,38.038
8.549000,21.0560,-28.9174,-12.9257,38.035
8.558000,22.6663,-28.2646,-12.2337,38.240
8.570000,23.6439,-27.9526,-10.8758,38.192
8.579000,22.7058,-27.1514,-8.6400,36.434
8.589000,20.3290,-24.9759,-6.3074,32.815
8.614000,18.4866,-22.9194,-4.8404,29.841
8.617000,17.5231,-21.2362,-3.6395,27.772
8.622000,17.4478,-19.4584,-3.1413,26.323
8.628000,17.4092,-18.0417,-3.6097,25.330
8.638000,16.7808,-17.8694,-4.8491,24.988
8.648000,15.9562,-18.4057,-6.5777,25.232
8.660000,15.2152,-19.0522,-8.0213,25.668
8.668000,14.4628,-20.4039,-9.4068,26.720
8.678000,13.0864,-21.1419,-10.1180,26.844
8.688000,10.9707,-21.7507,-10.2695,26.437
8.699000,7.0075,-24.1848,-10.9168,27.444
8.708000,-0.1615,-29.0132,-12.4104,31.556
8.723000,-7.6030,-35.4684,-11.2795,37.987
8.729000,-16.0695,-39.9744,-7.1143,43.667
8.755000,-26.4462,-42.6051,-4.1188,50.315
8.758000,-33.4894,-43.6472,-4.1236,55.169
8.760000,-33.5382,-44.7075,-5.7822,56.187
8.769000,-30.3644,-46.3744,-7.0094,55.872
8.778000,-28.3626,-48.4737,-3.9660,56.302
8.788000,-27.3607,-48.0921,3.3066,55.429
8.799000,-24.4081,-45.4805,9.2355,52.436
8.808000,-19.4839,-42.4208,13.1095,48.487
8.821000,-13.9461,-40.3911,13.1795,44.717
8.828000,-9.0571,-40.2237,9.6803,42.352
8.838000,-3.4897,-41.8157,2.6526,42.045
8.848000,2.8387,-44.2761,-5.7972,44.744
8.859000,9.0005,-46.8235,-13.8368,49.648
8.875000,16.0447,-49.2248,-22.4456,56.430
8.878000,23.7422,-50.7375,-30.5839,63.823
8.903000,32.0261,-49.7731,-36.4966,69.534
8.906000,38.3117,-48.6075,-39.3667,73.350
8.909000,44.2490,-46.4057,-39.8251,75.482
8.919000,49.0678,-42.0525,-36.4803,74.208
8.930000,50.7718,-37.7359,-29.9997,70.013
8.939000,49.6653,-33.7557,-22.7889,64.229
8.948000,47.0572,-29.9996,-16.0752,58.076
8.958000,43.8722,-27.1430,-10.7701,52.702
8.969000,40.5391,-25.0036,-6.6401,48.090
8.979000,36.6466,-23.4185,-3.6007,43.639
8.988000,32.4383,-22.6960,-2.1445,39.648
8.999000,28.3504,-22.6355,-2.1497,36.342
9.009000,24.9923,-22.8676,-3.4482,34.050
9.034000,22.7197,-23.0549,-5.3510,32.808
9.036000,21.5528,-22.6090,-7.8015,32.196
9.038000,20.8593,-20.9295,-10.6549,31.411
9.048000,19.8825,-18.1250,-11.8078,29.381
9.060000,18.4774,-14.0197,-10.0092,25.262
9.070000,15.9389,-10.8605,-8.1336,20.932
9.078000,12.4122,-9.7792,-7.5858,17.528
9.089000,8.7865,-9.5055,-7.4496,14.935
9.104000,5.5170,-7.8254,-7.5287,12.180
9.122000,5.2257,-3.6033,-9.6423,11.544
9.125000,9.3567,0.2224,-14.1817,16.992
9.128000,17.0995,3.9152,-18.2202,25.292
9.139000,24.5485,9.1436,-21.8084,34.086
9.148000,31.0651,17.3377,-24.9132,43.432
9.167000,34.3841,26.5097,-29.8650,52.697
9.169000,37.8702,34.6328,-38.4632,64.133
9.178000,47.5536,38.5665,-47.8587,77.712
9.191000,59.2065,41.4370,-54.2249,90.348
9.201000,68.3624,41.1039,-55.9697,97.445
9.208000,70.5497,33.7746,-51.9839,93.917
9.221000,67.7710,22.7622,-45.2968,84.633
9.228000,61.9637,11.0351,-37.6022,73.316
9.240000,53.9363,0.8483,-30.7147,62.074
9.248000,44.4252,-5.5241,-25.5709,51.556
9.259000,34.3505,-7.7779,-20.8797,40.944
9.270000,25.4251,-7.1047,-17.0916,31.449
9.278000,19.1396,-5.3590,-14.8194,24.792
9.289000,16.1270,-4.0417,-13.9406,21.697
9.299000,15.0650,-3.2859,-13.1228,20.247
9.311000,15.3725,-2.9881,-11.7019,19.549
9.342000,16.5779,-3.0920,-10.3240,19.773
9.345000,18.4196,-3.5650,-9.0364,20.824
9.346000,19.7467,-4.8558,-8.7299,22.130
9.349000,20.5517,-6.7506,-8.8385,23.368
9.360000,21.2318,-9.3951,-9.9293,25.252
9.369000,21.7831,-12.7172,-11.9060,27.892
9.379000,22.1268,-16.3850,-13.7745,30.786
9.388000,22.1347,-19.6445,-15.1999,33.270
9.399000,21.9222,-22.1589,-16.1879,35.123
9.408000,21.3283,-23.9867,-16.6859,36.176
9.424000,20.8289,-25.6465,-16.9144,37.117
9.460000,19.4364,-26.8433,-16.2755,36.922
9.463000,17.5875,-26.7318,-14.9757,35.330
9.464000,17.0651,-25.8502,-13.4687,33.777
9.465000,17.0061,-25.0982,-12.5354,32.806
9.474000,17.6118,-24.5823,-12.5582,32.744
9.480000,19.9390,-23.4758,-13.7257,33.720
9.488000,22.7968,-22.8522,-15.4480,35.785
9.498000,24.8817,-23.1590,-16.3106,37.702
9.509000,25.3525,-22.8462,-15.0351,37.293
9.521000,24.2775,-21.9962,-12.8162,35.178
9.528000,22.5135,-21.2775,-10.1730,32.605
9.540000,20.6736,-20.5215,-7.8476,30.168
9.548000,18.9785,-19.2340,-6.4143,27.772
9.559000,16.7767,-18.4786,-5.5925,25.577
9.574000,14.6437,-18.2622,-5.2803,23.996
9.579000,13.1404,-17.4137,-5.1467,22.414
9.608000,11.9630,-17.1443,-5.6285,21.650
9.611000,11.6027,-17.4372,-6.2711,21.863
9.612000,11.9225,-18.1691,-7.2406,22.906
9.619000,12.0139,-20.6369,-8.1502,25.232
9.628000,8.5045,-24.0401,-8.0388,26.737
9.639000,-0.3027,-30.0634,-5.9719,30.652
9.648000,-9.1863,-37.1200,-4.0108,38.450
9.658000,-18.5549,-39.8977,-4.2514,44.206
9.670000,-26.1021,-43.0355,-7.4015,50.874
9.679000,-30.1491,-46.8972,-8.4104,56.383
9.689000,-33.1630,-50.2147,-5.9791,60.474
9.699000,-34.4381,-54.5218,-1.2194,64.499
9.710000,-34.4348,-56.4499,6.3789,66.431
9.723000,-31.8997,-54.9650,14.9407,65.284
9.732000,-26.5956,-50.9858,20.6252,61.092
9.751000,-20.0888,-47.2505,21.5577,55.686
9.754000,-12.5693,-45.1694,17.0284,49.882
9.758000,-5.2923,-44.9525,8.5013,46.054
9.770000,1.5972,-46.0218,-1.2816,46.067
9.779000,8.0572,-47.8962,-10.8779,49.772
9.789000,15.5543,-49.7203,-21.0893,56.203
9.799000,24.5303,-49.7739,-30.0985,63.128
9.809000,33.3260,-47.9937,-35.6768,68.461
9.821000,41.0820,-45.5356,-39.4437,72.918
9.828000,45.0451,-42.6775,-40.6906,74.203
9.839000,45.2735,-40.8673,-37.4088,71.549
9.849000,44.7969,-38.9539,-30.1497,66.582
9.862000,44.5265,-36.4424,-21.9815,61.594
9.927000,44.6854,-33.9455,-14.4924,57.958
9.929000,43.7666,-30.7762,-8.0749,54.110
9.929000,41.8950,-27.6715,-5.1767,50.475
9.930000,38.8899,-25.5312,-6.4095,46.961
9.931000,34.6870,-24.5644,-9.5505,43.564
9.931000,30.3814,-23.6882,-11.9924,40.348
9.932000,25.8559,-22.7437,-13.1030,36.844
9.939000,22.0454,-21.9768,-13.2033,33.813
9.948000,18.8538,-21.5238,-12.6576,31.288
9.958000,16.9424,-21.3298,-11.3810,29.522
9.970000,15.8172,-21.2521,-9.4511,28.128
9.978000,14.7133,-21.1945,-7.4091,26.844
9.988000,13.7823,-21.1675,-5.8748,25.933
9.999000,13.8650,-19.1708,-4.6940,24.120
10.015000,15.1995,-15.8545,-5.1846,22.567
10.022000,18.7386,-11.4973,-6.6785,22.977
10.028000,23.0238,-7.6881,-8.0798,25.583
10.039000,25.9479,-4.6291,-9.6456,28.067
10.048000,25.5797,-0.5246,-12.1562,28.326
10.060000,22.6190,5.3590,-15.8079,28.111
10.069000,21.5471,9.9127,-22.4809,32.679
10.078000,23.5091,13.4678,-32.7993,42.542
10.089000,25.7459,15.5447,-41.9975,51.655
10.099000,26.6783,20.7901,-42.4418,54.270
10.108000,26.8333,29.0748,-39.2839,55.755
10.118000,28.0762,39.5904,-37.7890,61.512
10.131000,37.4404,46.5608,-45.3143,74.987
10.158000,56.5148,37.3667,-62.8459,92.411
10.161000,72.0140,25.9445,-71.9304,105.039
10.162000,72.9193,14.0511,-59.4696,95.138
10.170000,72.3222,3.7135,-36.0979,80.916
10.179000,62.2682,-5.2239,-17.7380,64.956
10.188000,48.9345,-10.4434,-7.2101,50.553
10.199000,37.1500,-12.8909,-2.9299,39.432
10.208000,26.2266,-12.1259,-1.6260,28.940
10.222000,17.4981,-9.8115,-2.0274,20.163
10.229000,12.5210,-7.5258,-4.0248,15.153
10.239000,10.0682,-5.0909,-6.9125,13.231
10.248000,10.0751,-4.0471,-10.1646,14.873
10.259000,11.8007,-4.1155,-13.5684,18.447
10.268000,13.7277,-4.6449,-16.8241,22.205
10.278000,16.0370,-6.2389,-19.3570,25.900
10.297000,17.7718,-8.4570,-19.9749,28.042
10.300000,18.2468,-11.1540,-19.2750,28.790
10.308000,18.1187,-14.2461,-17.6873,29.053
10.318000,17.7112,-17.0836,-16.3202,29.528
10.328000,17.2422,-19.4769,-15.9934,30.536
10.339000,17.0440,-21.1755,-15.7300,31.406
10.348000,17.2094,-22.2195,-15.6807,32.183
10.358000,17.2335,-23.0307,-15.9579,32.895
10.368000,16.8620,-22.8731,-15.7525,32.491
10.378000,16.7513,-22.2419,-15.3063,31.774
10.388000,17.7551,-21.4111,-15.0355,31.619
10.399000,19.4825,-20.7975,-14.9420,32.177
10.409000,21.5839,-20.4490,-15.1228,33.358
10.433000,24.0098,-19.9175,-15.4856,34.828
10.436000,26.6226,-20.2799,-15.6895,36.962
10.440000,27.5306,-20.9293,-14.8193,37.624
10.448000,25.9046,-20.1476,-12.7175,35.195
10.459000,23.1537,-18.7161,-10.0992,31.439
10.468000,20.1514,-17.5447,-7.0980,27.646
10.478000,17.0764,-16.5208,-4.2832,24.143
10.489000,14.3952,-15.4663,-2.3643,21.261
10.499000,11.7056,-15.1443,-1.4163,19.193
10.508000,11.4257,-14.4274,-2.4158,18.562
10.518000,13.6182,-13.2062,-6.9520,20.204
10.528000,15.1470,-13.6024,-11.4508,23.358
10.540000,15.9428,-14.7884,-16.2872,27.169
10.548000,15.9283,-16.7498,-19.3039,30.115
10.568000,13.5362,-20.7348,-17.1054,30.096
10.572000,6.7085,-26.5433,-14.6774,31.064
10.579000,-3.0742,-33.1509,-13.0767,35.769
10.589000,-13.3374,-38.6316,-9.5887,41.979
10.600000,-23.7161,-43.3332,-6.7383,49.856
10.608000,-32.7129,-45.6321,-5.6096,56.426
10.618000,-37.7857,-47.9495,-6.7715,61.423
10.628000,-40.4239,-50.0520,-8.8045,64.937
10.638000,-39.6215,-50.3130,-8.4333,64.594
10.650000,-35.5526,-49.0792,-6.7223,60.975
10.660000,-28.8587,-47.0295,-6.1556,55.520
10.668000,-20.3695,-44.9037,-7.7290,49.910
10.678000,-11.7580,-42.9584,-10.7035,45.807
10.692000,-4.2596,-41.9400,-13.7670,44.347
10.698000,2.7571,-41.1588,-16.9327,44.591
10.717000,9.6876,-40.1934,-19.0735,45.532
10.721000,17.2590,-39.6542,-20.8053,47.992
10.729000,25.4297,-38.9290,-22.9271,51.844
10.739000,33.3221,-38.9077,-25.4203,57.187
10.748000,42.3164,-38.5095,-27.4861,63.476
10.764000,50.8044,-36.1809,-28.3119,68.496
10.768000,55.3305,-32.3286,-26.9659,69.525
10.778000,55.0302,-29.2291,-22.2277,66.157
10.788000,52.2797,-26.5323,-15.9728,60.764
10.799000,48.6727,-23.7024,-10.3038,55.109
10.808000,45.8869,-21.2196,-6.2892,50.945
10.826000,42.7116,-18.9884,-2.8536,46.829
10.828000,38.3063,-17.4422,-0.4182,42.092
10.855000,33.0794,-16.4891,0.7190,36.968
10.858000,27.8669,-16.1969,0.9034,32.245
10.860000,22.5642,-16.5694,-0.0268,27.994
10.868000,17.9453,-17.0446,-1.4040,24.790
10.879000,14.3852,-17.5279,-2.4624,22.808
10.890000,11.5696,-18.0699,-3.3408,21.715
10.900000,9.7580,-18.3865,-3.8126,21.162
10.908000,8.7224,-18.5989,-4.1887,20.965
10.918000,8.3189,-18.1313,-4.6100,20.474
10.928000,8.7283,-17.2015,-5.4911,20.056
10.939000,10.0751,-15.7181,-6.0754,19.634
10.949000,12.6050,-14.3013,-6.1287,20.024
10.959000,16.0079,-12.3381,-4.1494,20.632
10.968000,18.6083,-8.8807,-0.8646,20.637
10.980000,21.8152,-4.0436,0.3573,22.190
11.010000,25.0587,2.0239,-1.8338,25.207
11.012000,31.6770,11.2001,-9.3239,34.868
11.013000,42.4422,19.6161,-19.5753,50.689
11.018000,50.8232,27.5606,-27.9984,64.238
11.028000,54.0728,36.6105,-35.6390,74.393
11.040000,52.2532,41.8268,-40.8532,78.415
11.049000,49.1733,43.7458,-42.8406,78.530
11.060000,45.8087,44.8585,-41.4556,76.350
11.068000,44.1143,42.0133,-42.4033,74.224
11.079000,45.6752,36.2548,-46.9069,74.839
11.090000,47.2491,29.1141,-51.5501,75.746
11.098000,46.5459,19.9368,-50.8992,71.796
11.110000,42.6687,10.6788,-45.0655,62.973
11.118000,36.5311,3.0601,-35.0128,50.693
11.128000,30.5651,-2.3872,-24.0846,38.987
11.164000,25.3825,-4.9040,-14.0120,29.405
11.167000,21.7011,-5.4901,-6.4771,23.303
11.168000,19.5528,-5.3300,-1.3204,20.309
11.171000,18.0154,-5.8421,1.9538,19.039
11.181000,16.9805,-6.9500,3.9764,18.774
11.190000,16.8088,-7.6353,4.6605,19.041
11.199000,18.4448,-8.2012,2.5977,20.352
11.209000,20.9592,-9.3137,-1.5499,22.988
11.219000,23.8498,-11.3777,-6.1704,27.136
11.229000,26.0035,-14.5611,-10.4894,31.595
11.244000,26.7082,-18.4403,-13.7321,35.241
11.249000,25.5228,-21.9908,-15.6785,37.159
11.272000,22.7931,-24.2465,-16.0066,36.927
11.275000,19.6452,-25.2508,-15.2208,35.429
11.278000,16.9947,-25.4013,-13.9877,33.611
11.290000,14.8550,-24.9685,-12.8287,31.760
11.299000,13.8370,-23.8601,-11.8961,30.038
11.309000,13.4953,-22.6182,-11.6817,28.813
11.318000,14.0523,-21.3099,-12.3624,28.362
11.328000,15.4173,-19.7754,-13.6256,28.538
11.340000,16.5986,-19.2576,-15.3861,29.717
11.348000,17.4170,-19.4734,-16.3900,30.841
11.358000,18.7251,-19.8346,-16.7750,32.023
11.368000,19.4949,-20.1324,-16.0926,32.316
11.379000,19.1183,-19.0868,-14.1326,30.488
11.396000,17.6020,-17.4090,-11.8491,27.446
11.400000,16.0336,-16.4991,-9.7959,25.005
11.429000,14.9611,-16.2511,-8.2366,23.575
11.433000,13.9856,-16.2025,-6.6632,22.417
11.434000,13.1796,-16.0008,-5.0585,21.338
11.440000,12.5305,-15.7790,-3.5433,20.458
11.449000,11.9273,-15.4951,-2.1401,19.671
11.460000,12.0541,-15.0919,-1.1843,19.351
11.468000,12.2095,-15.2542,-1.0693,19.568
11.479000,10.2786,-16.2428,-2.0123,19.327
11.490000,5.1993,-18.4198,-4.1940,19.594
11.499000,-0.4869,-23.2775,-6.6483,24.213
11.508000,-7.9854,-29.7601,-6.2510,31.441
11.518000,-16.2056,-34.5010,-3.9221,38.319
11.530000,-26.5075,-38.9075,-0.9340,47.088
11.564000,-35.2423,-42.5827,1.1534,55.287
11.567000,-42.3686,-44.4583,2.2874,61.456
11.568000,-46.6901,-45.7651,1.0834,65.388
11.571000,-46.0834,-45.4360,-0.5485,64.718
11.578000,-41.0537,-44.4694,-2.3171,60.567
11.591000,-33.2462,-42.9398,-3.6877,54.431
11.599000,-24.9289,-41.4134,-4.6102,48.557
11.609000,-16.5549,-39.9680,-6.1770,43.700
11.619000,-9.4994,-39.2635,-8.3474,41.250
11.629000,-3.7782,-38.8429,-10.7137,40.470
11.641000,2.3442,-38.6679,-13.6842,41.085
11.648000,7.9612,-39.1940,-16.9918,43.454
11.659000,14.1129,-39.6627,-20.3939,46.778
11.669000,20.9669,-39.9772,-23.9256,51.090
11.679000,28.5498,-39.7490,-26.9783,55.883
11.688000,35.7678,-39.1371,-29.2202,60.538
11.707000,41.8017,-37.9198,-30.3766,64.094
11.710000,46.8461,-34.2394,-29.2832,64.995
11.718000,48.3870,-30.8162,-26.3005,63.108
11.728000,46.9031,-28.1665,-21.8222,58.902
11.738000,44.1564,-25.4444,-15.9771,53.409
11.748000,39.6274,-23.6049,-10.7263,47.356
11.759000,34.4717,-22.1033,-7.0686,41.555
11.768000,29.5639,-21.0787,-4.5552,36.594
11.779000,25.3100,-21.1459,-3.7877,33.198
11.790000,21.6106,-21.2861,-4.5670,30.675
11.800000,19.0620,-21.5225,-5.7494,29.320
11.809000,17.5197,-21.9727,-7.1369,28.994
11.818000,16.3840,-22.3219,-8.3959,28.934
11.829000,15.3422,-22.0530,-9.0956,28.363
11.839000,14.5835,-21.3879,-9.5426,27.590
11.863000,14.2460,-20.2861,-9.4663,26.535
11.866000,14.1724,-19.0210,-8.8464,25.316
11.870000,14.0639,-17.9899,-7.8120,24.134
11.878000,13.6185,-16.6480,-6.4603,22.458
11.890000,12.7028,-15.2052,-5.5739,20.582
11.898000,12.0741,-13.5477,-5.5277,18.970
11.909000,12.2913,-10.7890,-7.0366,17.804
11.927000,14.2407,-7.1090,-10.1562,18.881
11.929000,17.9337,-2.9664,-15.1710,23.676
11.939000,22.3851,3.0505,-21.4066,31.123
11.948000,26.2577,11.3971,-27.2815,39.543
11.961000,29.4781,18.2048,-33.6609,48.306
11.971000,33.3017,23.7262,-41.5753,58.313
11.994000,36.1396,29.4146,-46.3863,65.749
11.996000,43.0842,33.4667,-44.0033,70.090
12.000000,52.1400,37.0495,-39.4984,75.176
12.009000,60.2486,38.8467,-36.0263,80.230
12.019000,65.8233,36.0841,-34.9304,82.794
12.028000,67.8046,29.6001,-36.6714,82.574
12.041000,66.5534,20.9369,-37.7533,79.329
12.048000,61.2517,12.7015,-34.4521,71.415
12.059000,51.7658,6.7043,-28.7424,59.588
12.068000,39.8915,2.3789,-22.6789,45.949
12.078000,29.9025,-0.4133,-17.4976,34.648
12.096000,22.7861,-2.0682,-14.1686,26.912
12.099000,17.7458,-2.5114,-11.5825,21.340
12.130000,15.0047,-2.1656,-9.9574,18.138
12.133000,14.4668,-1.9406,-9.3394,17.329
12.134000,15.7307,-2.5456,-8.7705,18.189
12.139000,18.0849,-3.9767,-7.9555,20.154
12.149000,20.2926,-5.6434,-7.4008,22.325
12.160000,21.7585,-8.0831,-7.7750,24.479
12.168000,22.9738,-10.9757,-8.5409,26.855
12.180000,23.8755,-14.7512,-9.6956,29.692
12.189000,23.9805,-18.7155,-10.7705,32.270
12.200000,22.9471,-22.6394,-11.7735,34.318
12.209000,21.6391,-25.6056,-12.5399,35.793
12.218000,20.3472,-27.2911,-12.9169,36.410
12.229000,18.9786,-28.3940,-13.2080,36.618
12.239000,17.9123,-29.2662,-13.3037,36.801
12.260000,16.7970,-29.5628,-13.0071,36.404
12.263000,15.0213,-28.9134,-12.3485,34.844
12.268000,13.9654,-27.7032,-11.7786,33.185
12.278000,13.7698,-26.2430,-11.6213,31.833
12.289000,14.1782,-24.7451,-12.2538,31.040
12.298000,15.0852,-23.5219,-13.3604,30.973
12.308000,16.5207,-22.7151,-14.1332,31.443
12.318000,17.6243,-22.2472,-14.1384,31.709
12.328000,17.5545,-20.8547,-12.8046,30.117
12.341000,17.0601,-18.5700,-10.9410,27.488
12.349000,16.9551,-16.9286,-9.3132,25.706
12.358000,17.2279,-15.9254,-8.0172,24.793
12.368000,17.7362,-15.3704,-7.4854,24.634
12.380000,17.9134,-14.8740,-7.5124,24.466
12.389000,17.4626,-14.5667,-7.4258,23.922
12.416000,17.1023,-14.6230,-7.0896,23.592
12.421000,16.9599,-14.2013,-6.1688,22.965
12.425000,17.2075,-13.6903,-5.3605,22.633
12.430000,18.8887,-14.1424,-4.6521,24.051
12.439000,20.4415,-17.2997,-3.9518,27.069
12.449000,17.6840,-22.2863,-3.5796,28.674
12.459000,8.3866,-31.3227,-3.6053,32.626
12.468000,-7.8758,-43.4221,-3.6424,44.281
12.479000,-26.1201,-53.8218,-4.7694,60.015
12.488000,-41.1061,-58.8435,-6.3679,72.061
12.499000,-42.8276,-57.6228,-4.6630,71.947
12.514000,-38.2093,-55.6038,-0.5185,67.469
12.518000,-34.4591,-54.6299,4.9208,64.777
12.553000,-31.0253,-52.8819,10.3193,62.174
12.559000,-26.3420,-49.5031,14.1261,57.827
12.562000,-20.1379,-46.0025,14.8976,52.380
12.563000,-12.3105,-43.0747,12.1561,46.419
12.568000,-4.4772,-41.4621,6.0533,42.140
12.579000,1.8678,-41.1985,-1.2831,41.261
12.588000,7.7175,-41.6042,-9.3540,43.336
12.600000,12.8576,-42.5367,-16.8596,47.528
12.609000,17.4996,-43.1652,-22.3930,51.681
12.618000,23.3047,-43.1798,-26.8353,55.926
12.629000,28.7083,-42.7886,-30.3205,59.786
12.638000,32.8745,-41.7739,-31.9830,62.038
12.648000,36.6339,-40.0230,-31.5680,62.773
12.682000,39.1415,-38.4246,-29.0162,62.052
12.685000,40.8634,-36.4043,-24.8675,60.112
12.687000,42.0747,-34.3612,-20.8397,58.183
12.688000,42.9458,-31.7741,-18.0550,56.391
12.698000,41.1956,-29.5618,-15.0257,52.884
12.709000,37.6696,-28.1431,-12.0982,48.553
12.718000,33.4662,-26.2902,-9.1909,43.539
12.728000,30.0071,-24.5463,-7.0622,39.406
12.739000,28.0763,-22.9320,-5.7539,36.705
12.749000,26.7572,-21.4173,-4.9592,34.630
12.758000,24.6648,-20.3783,-4.3395,32.287
12.768000,21.5170,-20.1066,-3.8353,29.698
12.781000,18.3922,-19.9499,-3.2021,27.323
12.788000,15.3288,-20.0129,-2.3899,25.322
12.799000,12.6640,-20.8123,-1.4230,24.404
12.832000,11.7315,-20.7984,-0.7530,23.891
12.835000,12.7618,-20.3929,-2.2006,24.157
12.836000,14.6282,-19.0670,-4.8417,24.515
12.839000,16.4140,-15.9153,-6.9129,23.885
12.848000,17.6085,-11.6537,-8.2320,22.663
12.861000,17.8455,-7.6659,-9.1677,21.477
12.868000,17.2581,-5.2470,-10.4400,20.841
12.878000,16.0860,-3.2054,-12.0672,20.363
12.888000,14.7736,0.0282,-15.0654,21.100
12.899000,15.0029,3.6327,-19.0815,24.544
12.909000,17.0913,6.8127,-22.7801,29.282
12.918000,21.3632,9.1829,-27.1914,35.778
12.928000,25.7009,10.6996,-34.4457,44.289
12.938000,30.4090,12.5962,-44.2496,55.149
12.948000,36.6941,14.5776,-52.7379,65.881
12.980000,45.3404,20.0181,-53.9279,73.244
12.983000,54.3698,27.1861,-49.3421,78.293
12.985000,57.2719,28.6488,-47.5699,79.773
12.989000,54.3145,22.1959,-49.7659,76.937
13.000000,49.7215,13.6845,-49.0563,71.176
13.010000,42.1238,7.0129,-45.1627,62.155
13.018000,33.7659,2.6743,-39.5409,52.065
13.028000,27.4007,-0.7145,-33.8841,43.583
13.038000,22.1625,-3.0782,-29.3024,36.868
13.048000,18.0187,-4.0637,-24.6615,30.812
13.064000,17.0739,-3.6088,-20.0615,26.590
13.069000,19.1602,-3.4111,-16.6466,25.610
13.093000,22.8134,-2.7976,-12.7045,26.262
13.096000,25.9965,-2.4762,-8.9169,27.595
13.099000,27.5955,-3.6840,-6.1065,28.502
13.109000,27.6541,-5.6476,-4.3286,28.555
13.119000,26.5662,-8.1765,-3.9032,28.069
13.128000,25.2634,-11.1679,-4.4693,27.981
13.139000,23.7510,-14.5513,-5.5884,28.409
13.149000,22.1640,-17.6489,-6.9404,29.170
13.159000,20.5635,-20.6665,-8.0935,30.257
13.168000,19.3373,-23.4760,-8.9577,31.706
13.178000,18.5118,-25.7296,-9.7443,33.161
13.188000,18.7599,-26.9816,-10.8819,34.617
13.201000,19.3676,-27.6178,-12.0202,35.810
13.217000,19.5420,-28.6960,-13.6464,37.304
13.221000,20.6412,-29.1815,-14.5840,38.605
13.251000,22.0441,-29.0990,-14.4653,39.268
13.255000,22.2796,-29.7548,-13.7837,39.645
13.257000,22.1395,-30.0821,-12.0002,39.231
13.259000,22.5775,-29.7842,-9.6871,38.609
13.268000,22.8817,-29.6537,-7.0711,38.117
13.279000,21.5482,-28.3938,-4.1448,35.885
13.288000,19.3629,-25.7013,-1.6758,32.222
13.299000,17.9508,-23.1270,0.1627,29.277
13.309000,16.4185,-21.1217,1.4144,26.790
13.319000,15.5306,-19.3813,1.4893,24.881
13.329000,15.1528,-17.7202,0.9705,23.336
13.338000,15.1980,-16.5386,-0.3409,22.464
13.348000,15.2506,-16.3706,-2.3219,22.494
13.377000,14.7627,-16.6782,-4.3810,22.700
13.380000,13.3540,-16.9377,-6.7033,22.586
13.381000,11.8172,-16.9485,-8.6672,22.406
13.389000,10.6406,-17.1965,-9.9211,22.525
13.399000,9.0962,-18.1146,-11.1072,23.114
13.409000,6.7163,-22.4651,-12.0453,26.361
13.418000,0.7033,-32.3162,-11.8418,34.425
13.429000,-9.7157,-38.1725,-8.5267,40.302
13.438000,-19.8058,-41.9147,-3.5282,46.493
13.449000,-27.2723,-45.3019,0.1070,52.878
13.459000,-31.1662,-47.0627,1.8535,56.477
13.468000,-32.7367,-48.0701,3.4114,58.259
13.478000,-32.5632,-47.2145,5.4608,57.614
13.488000,-29.9331,-44.7259,7.2248,54.301
13.499000,-24.6164,-42.0587,6.6556,49.185
13.535000,-17.6870,-39.5914,3.5390,43.507
13.539000,-10.9289,-38.2402,-0.3235,39.773
13.541000,-4.3551,-36.8821,-4.1144,37.366
13.543000,1.1278,-36.1825,-7.5372,36.976
13.548000,5.7791,-35.9533,-10.7204,37.960
13.561000,9.6688,-36.4671,-13.1780,39.962
13.568000,14.3016,-36.9441,-15.8715,42.677
13.578000,18.9003,-38.1433,-18.5013,46.416
13.589000,22.6926,-39.5975,-20.5337,50.045
13.599000,27.5297,-39.9638,-22.1469,53.343
13.610000,32.5956,-40.1998,-23.0096,56.639
13.619000,36.6880,-39.6556,-22.7446,58.616
13.630000,40.5244,-37.5494,-21.0467,59.120
13.641000,41.1871,-34.8279,-17.5360,56.717
13.649000,39.2703,-33.0197,-14.1664,53.227
13.687000,36.8303,-31.1926,-11.0901,49.522
13.691000,34.2545,-29.4441,-8.0265,45.878
13.696000,32.0286,-27.3180,-5.7414,42.486
13.697000,29.8168,-25.0240,-3.9190,39.123
