time,wx,wy,wz
0.009046077728271484,-0.73,0.29,-0.13
0.018911123275756836,-0.64,0.34,-0.08
0.029043197631835938,-0.52,0.24,-0.05
0.039034128189086914,-0.34,0.1,-0.04
0.048940181732177734,-0.15,-0.06,-0.07
0.059722900390625,0.0,-0.19,-0.1
0.0701751708984375,0.11,-0.26,-0.14
0.08958005905151367,0.15,-0.15,-0.22
0.09128522872924805,0.15,-0.15,-0.22
0.09869718551635742,0.07,-0.12,-0.25
0.10927510261535645,-0.06,-0.13,-0.24
0.11916017532348633,-0.19,-0.14,-0.22
0.12915706634521484,-0.28,-0.16,-0.18
0.1399369239807129,-0.34,-0.18,-0.14
0.1496438980102539,-0.37,-0.19,-0.12
0.15972304344177246,-0.36,-0.13,-0.11
0.17002105712890625,-0.33,-0.03,-0.12
0.1896381378173828,-0.23,0.09,-0.14
0.19148921966552734,-0.23,0.09,-0.14
0.198883056640625,-0.15,0.07,-0.17
0.20929813385009766,-0.04,0.02,-0.2
0.21927809715270996,0.06,-0.04,-0.24
0.2292799949645996,0.14,-0.1,-0.26
0.2399001121520996,0.19,-0.13,-0.29
0.2505521774291992,0.22,-0.12,-0.32
0.25974321365356445,0.23,-0.08,-0.35
0.2720680236816406,0.22,-0.05,-0.39
0.29120397567749023,0.15,-0.06,-0.46
0.2919950485229492,0.15,-0.06,-0.46
0.2990379333496094,0.09,-0.08,-0.51
0.3094050884246826,0.02,-0.08,-0.56
0.3194751739501953,-0.07,-0.06,-0.62
0.329348087310791,-0.15,-0.06,-0.66
0.3402829170227051,-0.24,-0.07,-0.71
0.35036206245422363,-0.33,-0.08,-0.74
0.36009907722473145,-0.39,-0.06,-0.77
0.37042903900146484,-0.43,-0.02,-0.79
0.38982200622558594,-0.42,0.11,-0.82
0.3915591239929199,-0.42,0.11,-0.82
0.3992900848388672,-0.39,0.18,-0.83
0.4094390869140625,-0.34,0.21,-0.83
0.4196500778198242,-0.27,0.18,-0.81
0.42930102348327637,-0.2,0.07,-0.8
0.4394841194152832,-0.13,-0.13,-0.79
0.4502711296081543,-0.05,-0.35,-0.76
0.4601421356201172,0.06,-0.51,-0.71
0.4705350399017334,0.19,-0.53,-0.66
0.4906439781188965,0.48,-0.15,-0.5
0.4923992156982422,0.48,-0.15,-0.5
0.49938511848449707,0.62,0.23,-0.27
0.5096302032470703,0.75,0.68,0.08
0.5196962356567383,0.92,1.06,0.55
0.5297601222991943,1.14,1.32,1.02
0.5403342247009277,1.32,1.36,1.39
0.550508975982666,1.41,1.2,1.57
0.560589075088501,1.42,0.87,1.5
0.5707790851593018,1.45,0.48,1.15
0.5902271270751953,1.25,-0.66,-0.6
0.5919930934906006,1.25,-0.66,-0.6
0.5995311737060547,0.72,-1.14,-1.61
0.6096160411834717,0.4,-1.17,-2.26
0.6197600364685059,0.17,-1.09,-2.25
0.6298480033874512,-0.34,-1.35,-2.03
0.6405730247497559,-1.28,-1.78,-2.26
0.6505470275878906,-2.47,-1.9,-3.06
0.6605191230773926,-3.49,-1.68,-3.96
0.6709952354431152,-4.15,-1.15,-4.45
0.6897480487823486,-3.29,-1.12,-4.2
0.6914420127868652,-3.29,-1.12,-4.2
0.6998410224914551,-2.33,-2.11,-3.81
0.7109160423278809,-1.53,-3.3,-3.53
0.7202610969543457,-1.21,-4.33,-3.54
0.7299752235412598,-1.3,-4.76,-3.61
0.7401471138000488,-1.49,-4.27,-3.72
0.7509450912475586,-1.55,-3.6,-3.8
0.7607421875,-1.5,-3.32,-3.94
0.7888641357421875,-0.93,-3.84,-4.0
0.7912259101867676,-0.62,-4.07,-3.91
0.793093204498291,-0.62,-4.07,-3.91
0.7998330593109131,-0.34,-4.17,-3.99
0.8101000785827637,-0.06,-4.1,-4.05
0.8201351165771484,0.11,-4.28,-4.07
0.8302559852600098,-0.09,-4.62,-4.05
0.8409590721130371,-0.7,-5.09,-3.84
0.8506860733032227,-1.42,-5.3,-3.72
0.8609471321105957,-1.95,-4.96,-3.67
0.8712129592895508,-2.31,-4.35,-3.66
0.8915219306945801,-2.87,-4.21,-3.44
0.8934121131896973,-2.87,-4.21,-3.44
0.899954080581665,-3.2,-4.64,-2.99
0.9102931022644043,-3.6,-5.09,-2.43
0.9204020500183105,-3.96,-5.45,-1.9
0.9304389953613281,-4.14,-5.52,-1.6
0.9411911964416504,-4.2,-5.32,-1.39
0.9511551856994629,-4.36,-4.62,-1.16
0.961057186126709,-4.6,-3.93,-0.82
0.9715561866760254,-4.72,-3.41,-0.43
0.9908061027526855,-4.44,-2.62,-0.01
0.9927611351013184,-4.44,-2.62,-0.01
1.0001802444458008,-4.22,-1.99,-0.26
1.0102391242980957,-4.24,-0.89,-0.69
1.0204520225524902,-4.53,0.93,-1.01
1.0305771827697754,-4.88,2.99,-0.95
1.0404062271118164,-5.08,4.58,-0.57
1.0506319999694824,-4.96,5.13,-0.19
1.0612549781799316,-4.43,4.28,-0.12
1.0876951217651367,-2.2,0.04,-0.64
1.0892701148986816,-2.2,0.04,-0.64
1.091111183166504,-1.05,-1.28,-1.14
1.1003751754760742,-0.27,-1.3,-1.74
1.110733985900879,0.27,-0.57,-2.18
1.1208250522613525,0.64,0.09,-2.38
1.130674123764038,0.95,0.42,-2.48
1.1410021781921387,1.35,0.6,-2.6
1.1522281169891357,1.87,0.86,-2.72
1.1615819931030273,2.44,1.27,-2.88
1.1886281967163086,3.55,1.96,-3.33
1.1903760433197021,3.99,2.01,-3.6
1.192148208618164,3.99,2.01,-3.6
1.2004461288452148,4.31,1.82,-3.79
1.2108502388000488,4.54,1.41,-3.87
1.2208571434020996,4.66,1.03,-3.95
1.2306551933288574,4.76,0.77,-4.02
1.2411561012268066,4.87,0.67,-4.07
1.2518858909606934,4.92,0.72,-4.16
1.2615020275115967,4.85,0.75,-4.3
1.2719011306762695,4.73,0.58,-4.41
1.2914061546325684,4.66,-0.22,-4.5
1.2929461002349854,4.66,-0.22,-4.5
1.3005681037902832,4.61,-0.83,-4.61
1.3108339309692383,4.52,-1.31,-4.7
1.3209490776062012,4.45,-1.8,-4.92
1.3309640884399414,4.37,-2.33,-5.23
1.3411710262298584,4.2,-2.94,-5.55
1.3509390354156494,3.84,-3.61,-5.67
