time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006000,1.1322,-1.5609,-1.5614,2.481
0.007000,0.9432,-1.6024,-1.6696,2.499
0.007000,0.7071,-1.5586,-0.8020,1.890
0.008000,0.3653,-1.4199,0.4423,1.531
0.015000,0.0945,-1.3770,1.2760,1.880
0.016000,-0.3662,-1.4768,1.8477,2.394
0.021000,-1.1141,-1.5996,2.4471,3.129
0.026000,-1.7218,-1.7244,3.0923,3.937
0.030000,-2.1470,-1.8272,3.7149,4.664
0.035000,-2.4855,-1.6361,3.9822,4.971
0.041000,-2.4843,-1.2063,4.0540,4.905
0.046000,-2.1209,-0.6936,4.1328,4.697
0.052000,-1.3148,-0.3302,3.8707,4.101
0.056000,-0.1179,-0.1405,3.0008,3.006
0.062000,1.2032,-0.1957,2.0782,2.409
0.066000,2.0893,-0.0792,0.6578,2.192
0.070000,2.7840,-0.0557,-0.7177,2.876
0.076000,3.1001,-0.0575,-2.1660,3.782
0.081000,2.8740,-0.5270,-3.1671,4.309
0.086000,1.8452,-1.5813,-3.6866,4.415
0.092000,1.8336,-2.2620,-4.9890,5.777
0.097000,1.1650,-2.1939,-5.2364,5.796
0.101000,0.4842,-2.0836,-6.2523,6.608
0.107000,-0.0480,-1.9680,-5.8431,6.166
0.111000,-0.9993,-1.4468,-4.9492,5.252
0.117000,-2.5530,-0.8348,-3.6483,4.530
0.121000,-3.2439,-0.2354,-2.1579,3.903
0.127000,-3.3205,0.2238,-1.3107,3.577
0.131000,-3.1666,0.4724,-1.1333,3.396
0.136000,-2.5641,0.4136,-1.3377,2.922
0.142000,-1.7805,0.1832,-2.1494,2.797
0.147000,-0.8855,0.0159,-2.4910,2.644
0.151000,0.1308,-0.1626,-1.6463,1.659
0.156000,0.9530,-0.3586,-0.8363,1.318
0.161000,1.3950,-0.1359,0.7705,1.599
0.167000,1.4568,0.3206,0.6186,1.615
0.172000,0.9272,1.0051,1.2812,1.874
0.177000,-0.3141,1.7295,2.5585,3.104
0.181000,-0.4464,1.8087,3.5381,3.999
0.186000,0.4358,1.3416,3.6908,3.951
0.193000,1.4207,0.5674,3.1075,3.464
0.197000,2.0147,-0.1609,2.1357,2.940
0.201000,2.2565,-0.8536,1.1258,2.662
0.207000,2.3119,-1.5112,0.0888,2.763
0.212000,2.2209,-2.1152,-0.9068,3.198
0.217000,1.9552,-2.6707,-1.9213,3.827
0.222000,1.9329,-2.7165,-2.5833,4.218
0.227000,1.9877,-2.2786,-3.0261,4.278
0.233000,1.6720,-2.0257,-3.0695,4.040
0.237000,1.0982,-1.6024,-2.5177,3.180
0.243000,0.3641,-1.2846,-1.5492,2.045
0.247000,-0.0815,-1.3160,-0.4582,1.396
0.252000,0.2579,-2.2873,2.8384,3.654
0.257000,1.0791,-4.1206,10.1766,11.032
0.262000,0.4123,-4.5968,10.1774,11.175
0.267000,-0.5499,-2.1751,4.3024,4.852
0.272000,-0.8689,0.3369,1.5834,1.837
0.277000,-1.1480,1.2494,-0.1165,1.701
0.281000,-0.2324,1.5032,0.0725,1.523
0.286000,1.4151,1.0560,1.8888,2.586
0.292000,2.8786,0.1555,3.3434,4.415
0.297000,3.3532,-0.4290,3.1018,4.588
0.301000,3.1627,-0.6358,2.3875,4.013
0.308000,2.8155,-0.5641,1.5282,3.253
0.312000,2.3747,-0.3690,0.9184,2.573
0.318000,1.8471,-0.1590,0.5756,1.941
0.321000,1.2442,-0.0983,0.0813,1.251
0.328000,0.8279,-0.1957,-0.6401,1.065
0.333000,1.2712,-0.6597,-1.5802,2.133
0.338000,2.8578,-1.3446,-2.5519,4.060
0.343000,2.8259,-1.7784,-2.8565,4.394
0.348000,0.9009,-1.8405,-2.4348,3.182
0.352000,-0.9873,-1.5161,-2.8696,3.392
0.358000,-1.3382,-1.2564,-4.4144,4.781
0.363000,-2.0228,-0.9527,-5.3821,5.828
0.369000,-2.3517,-0.7477,-5.0860,5.653
0.372000,-3.5236,-0.0954,-5.0252,6.138
0.378000,-5.4095,1.0722,-5.7160,7.943
0.383000,-7.8293,2.8062,-5.9692,10.237
0.388000,-8.5049,3.7013,-5.1795,10.624
0.395000,-5.2669,2.3643,-4.9490,7.604
0.397000,-1.7782,0.4234,-4.9794,5.304
0.402000,0.0862,-0.6391,-4.9260,4.968
0.409000,1.3901,-0.8720,-5.4400,5.682
0.413000,1.8045,-0.6320,-5.6849,5.998
0.417000,1.1755,-0.4176,-5.0635,5.215
0.422000,0.4539,-0.4459,-4.4496,4.495
0.428000,0.6642,-1.0139,-4.3716,4.536
0.434000,0.2645,-1.3159,-3.8870,4.112
0.438000,-1.0874,-1.1202,-2.8779,3.274
0.443000,-2.1505,-0.8907,-1.9277,3.022
0.448000,-2.7365,-0.7348,-0.5803,2.892
0.452000,-2.6001,-0.8934,0.9815,2.919
0.460000,-1.7957,-1.2579,2.4492,3.287
0.463000,-0.8011,-1.4791,4.0257,4.363
0.468000,-0.4283,-1.3253,5.6748,5.843
0.473000,0.3075,-1.0591,6.3261,6.421
0.477000,0.9496,-0.8000,6.4571,6.575
0.483000,1.3076,-0.5944,5.9930,6.163
0.488000,0.9733,-0.5013,4.9784,5.097
0.493000,0.3956,-0.4329,3.0812,3.137
0.498000,-0.6515,-0.4119,0.5066,0.922
0.502000,-1.8303,-0.4576,-2.9768,3.524
0.509000,-2.7121,-0.6216,-6.4344,7.010
0.514000,-3.1820,-1.1182,-8.2896,8.950
0.518000,-3.4465,-1.5935,-9.7452,10.459
0.522000,-3.7337,-1.6016,-11.6673,12.354
0.528000,-4.0156,-1.2099,-13.4478,14.087
0.534000,-4.1897,-0.8128,-14.4768,15.093
0.539000,-4.1645,-0.6441,-14.7096,15.301
0.543000,-3.7707,-0.7116,-13.9629,14.481
0.548000,-2.8136,-0.7814,-12.2263,12.570
0.552000,-1.2580,-0.6826,-9.9364,10.039
0.558000,0.8170,-0.3198,-7.2144,7.268
0.563000,2.9971,0.4006,-3.9124,4.945
0.568000,4.8038,1.3337,-0.1706,4.988
0.574000,6.0058,2.3656,3.6663,7.423
0.578000,7.1371,3.3428,7.1472,10.639
0.584000,8.1353,4.2973,9.6533,13.335
0.589000,8.6317,5.2058,11.2889,15.134
0.593000,9.5694,5.6461,11.3152,15.858
0.599000,11.3999,5.4837,10.2763,16.298
0.604000,14.1863,4.8146,7.5706,16.785
0.608000,15.3511,5.0232,7.8246,17.947
0.613000,15.5969,6.0238,10.7070,19.854
0.618000,14.7357,8.1608,12.3964,20.914
0.623000,14.8786,9.6618,11.0307,20.890
0.630000,15.7216,9.6409,10.6482,21.296
0.634000,17.2469,9.0038,10.4659,22.092
0.638000,19.0251,9.1761,10.8464,23.744
0.644000,20.5260,10.2915,12.6298,26.206
0.649000,22.0753,11.7479,15.9548,29.663
0.654000,23.7820,12.9707,19.8014,33.555
0.659000,24.8554,14.0558,22.9343,36.624
0.664000,25.4956,14.9789,24.6882,38.521
0.669000,26.6143,15.2413,25.4603,39.860
0.674000,28.0368,15.3171,25.3089,40.758
0.679000,29.4829,15.3691,24.8549,41.512
0.683000,30.8416,15.2898,24.1801,42.067
0.688000,31.9640,14.6172,22.9295,41.966
0.695000,32.1568,13.6883,20.8705,40.706
0.699000,30.7959,13.3495,18.2766,38.218
0.706000,29.3407,12.7661,15.4656,35.539
0.710000,27.4984,11.5580,12.0771,32.181
0.713000,25.0982,9.8459,9.4964,28.584
0.720000,22.1451,8.1367,5.7162,24.275
0.724000,19.9419,6.8753,3.0539,21.314
0.729000,18.2714,5.8249,0.2420,19.179
0.741000,17.2928,4.9311,-1.8738,18.079
0.741000,16.6837,4.1745,-3.3567,17.523
0.744000,16.0254,3.3790,-4.1744,16.901
0.760000,15.0833,2.5883,-3.9100,15.795
0.761000,13.8282,1.9116,-2.8061,14.239
0.762000,12.6365,1.4270,-1.6239,12.820
0.764000,11.9618,0.8770,-0.4370,12.002
0.768000,11.8114,0.1703,0.6757,11.832
0.773000,12.1210,-0.6080,1.9310,12.289
0.779000,12.4659,-1.4383,3.6488,13.068
0.785000,12.6226,-2.4767,5.9403,14.169
0.789000,13.0507,-3.7129,8.4384,15.979
0.793000,14.2022,-5.0216,10.2953,18.246
0.803000,15.3030,-6.1553,11.8832,20.329
0.812000,15.9333,-7.1504,13.9394,22.345
0.813000,15.6811,-7.9798,16.4716,24.102
0.816000,14.5713,-8.2313,19.0799,25.380
0.819000,13.6199,-8.5187,20.8774,26.343
0.824000,12.6023,-9.1435,21.4499,26.505
0.829000,11.7983,-9.7143,21.3217,26.233
0.834000,10.9091,-10.0856,20.8516,25.603
0.839000,10.0437,-10.2128,20.0616,24.650
0.844000,9.0450,-10.1622,19.0074,23.374
0.851000,8.0288,-10.0793,17.6643,21.865
0.854000,7.3086,-10.0424,16.0498,20.294
0.859000,6.8515,-10.1013,14.4006,18.877
0.864000,6.5988,-10.1028,12.7999,17.591
0.870000,6.4011,-10.0473,11.0338,16.238
0.874000,6.2485,-9.9687,9.2739,14.981
0.879000,6.1147,-9.9008,7.6244,13.912
0.883000,5.9933,-9.8388,6.0744,13.024
0.890000,5.8043,-9.8641,4.5860,12.330
0.894000,5.4542,-9.7757,3.5321,11.738
0.899000,4.8846,-9.5048,3.1177,11.132
0.905000,4.4549,-9.4665,3.0117,10.887
0.910000,4.3796,-9.2930,3.3095,10.793
0.915000,4.8843,-9.3452,3.5501,11.126
0.919000,5.4684,-9.4803,3.7690,11.575
0.925000,6.0621,-9.6461,3.9359,12.054
0.930000,6.9858,-9.7548,4.1543,12.697
0.935000,8.0796,-9.7348,4.2427,13.343
0.940000,8.9555,-9.6178,3.9650,13.727
0.945000,9.5383,-9.3192,3.6802,13.834
0.950000,9.9871,-9.0105,3.2819,13.846
0.955000,10.3147,-8.8327,3.0587,13.920
0.961000,10.2192,-8.6806,3.0039,13.741
0.964000,9.8503,-8.4789,3.0198,13.343
0.971000,9.5669,-8.2608,2.8461,12.956
0.974000,9.4419,-8.0902,2.3891,12.661
0.979000,9.7341,-7.9972,1.8561,12.734
0.984000,10.4774,-7.9368,1.4197,13.221
0.989000,11.6514,-7.7344,1.1125,14.029
0.994000,13.2032,-7.3820,0.9338,15.156
1.000000,14.8584,-6.9478,0.7501,16.420
1.005000,16.5753,-6.5853,0.4448,17.841
1.009000,18.3803,-6.3037,0.2392,19.433
1.014000,19.9225,-6.1788,0.0056,20.859
1.019000,21.0164,-6.2195,-0.3352,21.920
1.025000,21.5407,-6.4212,-0.7168,22.489
1.031000,21.6005,-6.7708,-1.1471,22.666
1.035000,21.2945,-7.1799,-1.4771,22.521
1.040000,20.7682,-7.5396,-1.5681,22.150
1.050000,20.1808,-7.7416,-1.3825,21.659
1.051000,19.5884,-7.6466,-1.2269,21.064
1.055000,18.8989,-7.3906,-1.2265,20.330
1.063000,18.0179,-7.1957,-1.4844,19.458
1.064000,17.1522,-7.2431,-2.1364,18.741
1.070000,16.3626,-7.4647,-2.9908,18.232
1.074000,15.6273,-7.7370,-3.9310,17.875
1.079000,14.9483,-7.9722,-4.7269,17.588
1.084000,14.4240,-8.1607,-5.4293,17.439
1.090000,13.9517,-8.4816,-6.0319,17.406
1.095000,13.6539,-9.0003,-6.4214,17.569
1.100000,13.2707,-9.5569,-6.5540,17.618
1.105000,12.6170,-10.0477,-6.5873,17.422
1.112000,11.8735,-10.5341,-6.0682,16.993
1.114000,11.0508,-11.1470,-5.3091,16.570
1.120000,9.9993,-11.8785,-4.5159,16.170
1.125000,8.4669,-12.6065,-3.6506,15.619
1.130000,6.5649,-13.4865,-3.0541,15.307
1.134000,4.3995,-14.7118,-2.7040,15.592
1.139000,1.9085,-16.2320,-2.4031,16.519
1.145000,-0.6425,-17.8046,-1.7061,17.898
1.151000,-3.2352,-19.2113,-0.4391,19.487
1.155000,-6.1115,-20.2343,1.2188,21.172
1.161000,-9.1807,-21.0306,3.0775,23.153
1.166000,-11.9823,-21.9538,5.1069,25.527
1.171000,-14.0352,-22.9188,7.3124,27.852
1.175000,-15.4184,-23.8604,9.2792,29.886
1.180000,-17.1935,-24.6564,10.6535,31.891
1.185000,-19.4682,-25.5282,11.5517,34.120
1.191000,-22.8806,-26.4921,12.4258,37.145
1.195000,-26.5418,-27.6822,13.8761,40.784
1.201000,-29.6379,-28.5184,15.8263,44.070
1.212000,-31.6466,-28.7054,17.6915,46.244
1.214000,-32.2685,-28.6079,18.8271,47.054
1.215000,-31.9470,-28.4841,18.6337,46.682
1.220000,-31.0426,-28.4954,16.8492,45.382
1.226000,-29.2215,-28.8082,14.0245,43.365
1.230000,-27.1943,-29.0545,10.8570,41.250
1.235000,-25.4889,-29.1445,7.8131,39.499
1.241000,-23.8279,-29.3427,5.2451,38.161
1.245000,-21.9596,-29.5672,3.1082,36.961
1.250000,-19.6714,-29.8814,0.9423,35.788
1.255000,-17.1904,-30.2180,-0.8770,34.777
1.262000,-14.5549,-30.6049,-2.3608,33.972
1.267000,-11.8961,-31.0381,-3.3637,33.410
1.270000,-9.3140,-31.4206,-3.7871,32.990
1.275000,-6.9221,-31.7917,-3.8338,32.762
1.281000,-4.7497,-32.1935,-3.6236,32.743
1.286000,-2.8474,-32.5514,-3.1917,32.831
1.290000,-1.0740,-32.9154,-2.7792,33.050
1.296000,0.4790,-33.2981,-2.6807,33.409
1.301000,1.7016,-33.8101,-3.2363,34.007
1.306000,2.8330,-34.5332,-4.0324,34.883
1.312000,4.0227,-35.4299,-4.9415,35.998
1.316000,5.1878,-36.4055,-6.0802,37.273
1.322000,6.2546,-37.4068,-7.5145,38.663
1.326000,7.1611,-38.4448,-8.7441,40.072
1.331000,9.1146,-40.2486,-9.9701,42.455
1.337000,10.9078,-41.9358,-11.0849,44.727
1.342000,12.5619,-43.4654,-12.1308,46.842
1.348000,14.1814,-44.9758,-13.4092,49.028
1.351000,15.7876,-46.6284,-15.3167,51.556
1.356000,17.5102,-48.4283,-17.3018,54.326
1.361000,19.3789,-50.3664,-18.6258,57.090
1.366000,21.1169,-52.2877,-19.2797,59.596
1.371000,22.6067,-54.1502,-19.0933,61.708
1.375000,24.0642,-56.0193,-18.3467,63.670
1.381000,25.3925,-57.7406,-16.5811,65.220
1.387000,26.6145,-59.4154,-14.5113,66.702
1.391000,27.5624,-61.1001,-12.8269,68.245
1.396000,28.6393,-62.8397,-11.4449,70.000
1.402000,30.0705,-64.6064,-10.5496,72.038
1.407000,31.7154,-66.3684,-9.7886,74.205
1.413000,33.2332,-67.8066,-8.7951,76.023
1.417000,34.3165,-68.6328,-6.9190,77.045
1.422000,35.0294,-68.7858,-4.0962,77.300
1.426000,35.2543,-68.1035,-0.2937,76.688
1.432000,35.7170,-66.9522,3.9540,75.986
1.437000,36.2102,-64.9392,8.2836,74.812
1.441000,36.8656,-62.2526,12.3344,73.393
1.448000,37.1894,-58.7050,15.0680,71.108
1.451000,37.2785,-54.9277,16.3180,68.359
1.456000,36.8371,-51.2521,16.3902,65.210
1.462000,35.5345,-47.7283,15.3208,61.444
1.467000,33.8853,-44.4940,13.3672,57.503
1.473000,32.1870,-41.5840,11.0842,53.741
1.477000,30.5516,-39.0145,8.7573,50.321
1.482000,28.6818,-36.7170,6.7014,47.071
1.486000,26.2632,-34.3546,5.0532,43.538
1.492000,23.6262,-31.9179,3.9880,39.911
1.497000,21.7242,-29.8019,3.4658,37.042
1.503000,19.9046,-27.8399,3.8109,34.435
1.507000,18.0419,-25.8801,4.7194,31.899
1.514000,16.7701,-23.8130,6.0563,29.748
1.518000,16.1334,-22.0900,7.2384,28.296
1.522000,15.7834,-20.3739,8.0649,27.005
1.526000,15.5759,-18.1141,8.5499,25.374
1.533000,16.0624,-15.7816,8.4433,24.049
1.536000,17.7669,-14.0054,8.0490,24.013
1.541000,20.5634,-12.3256,8.0413,25.287
1.549000,23.9016,-10.3641,8.3162,27.347
1.552000,27.2206,-8.3285,8.2315,29.633
1.557000,30.2666,-6.4302,7.9744,31.953
1.563000,33.0727,-5.0252,7.6866,34.324
1.568000,35.6291,-3.9956,8.0899,36.754
1.573000,37.7174,-2.8826,9.7662,39.068
1.578000,39.2806,-1.8108,12.5519,41.277
1.581000,40.3819,-1.0967,16.0677,43.475
1.587000,41.2121,-0.7683,20.0579,45.840
1.593000,41.6490,-0.5638,24.5440,48.346
1.598000,41.4062,-0.4225,28.8121,50.446
1.603000,40.8755,-0.7034,32.3352,52.124
1.607000,40.5399,-1.9232,34.8784,53.513
1.615000,40.8823,-3.6910,36.9077,55.201
1.618000,41.4908,-4.9379,38.8351,57.044
1.622000,42.7599,-5.0279,40.2371,58.930
1.628000,45.4498,-4.5562,40.6402,61.140
1.633000,49.5465,-4.1644,40.0995,63.876
1.638000,53.8131,-3.5679,39.3091,66.737
1.641000,57.1695,-2.1953,38.6778,69.059
1.647000,59.4664,-0.4660,38.2408,70.702
1.653000,61.4709,0.2857,37.5921,72.055
1.658000,63.1698,-0.0194,37.0426,73.230
1.662000,64.0970,-1.0140,36.4643,73.750
1.667000,64.0516,-2.5922,35.6400,73.345
1.673000,63.1226,-4.7205,34.4841,72.083
1.677000,61.5242,-7.3457,32.5087,69.971
1.683000,59.1338,-10.0951,29.8671,67.013
1.688000,56.2840,-12.8837,26.4485,63.509
1.692000,53.2069,-15.6635,22.3008,59.780
1.697000,49.9502,-18.1549,17.6692,56.007
1.703000,46.4905,-20.1895,13.0081,52.328
1.708000,42.9363,-21.6948,8.7809,48.901
1.714000,39.3000,-22.6181,5.1785,45.639
1.717000,35.7894,-23.0374,2.3999,42.630
1.723000,32.4625,-23.1765,0.1347,39.887
1.728000,29.5051,-23.1868,-1.7900,37.568
1.733000,26.8211,-23.0867,-3.3627,35.548
1.737000,24.4574,-22.9653,-4.5713,33.859
1.742000,22.4694,-22.9305,-5.2272,32.527
1.749000,20.5513,-22.8379,-5.6393,31.237
1.753000,18.7472,-22.7547,-5.6859,30.026
1.758000,17.1273,-22.7741,-5.2212,28.970
1.763000,15.7903,-22.9164,-4.5062,28.192
1.767000,14.8615,-23.3005,-3.7154,27.885
1.773000,14.0865,-23.7136,-2.9261,27.737
1.778000,13.0901,-24.0215,-2.1344,27.440
1.784000,11.9495,-24.3358,-1.4140,27.148
1.789000,10.8164,-24.7708,-0.9173,27.045
1.792000,9.7487,-25.2965,-0.7979,27.122
1.800000,8.6753,-25.8536,-0.7878,27.282
1.806000,7.5179,-26.3061,-0.8018,27.371
1.808000,6.3725,-26.6365,-0.7842,27.399
1.814000,5.3199,-26.9374,-0.7518,27.468
1.819000,4.3041,-27.1407,-0.8920,27.494
1.824000,3.4575,-27.2886,-1.2407,27.535
1.827000,2.7830,-27.3883,-1.5111,27.571
1.834000,2.0991,-27.4093,-2.0768,27.568
1.839000,1.6690,-27.4032,-2.8984,27.607
1.845000,1.5684,-27.3288,-3.5304,27.600
1.848000,1.6439,-27.2418,-3.9664,27.578
1.853000,1.8282,-27.0834,-4.1653,27.463
1.857000,2.1308,-26.8568,-4.1274,27.256
1.863000,2.5965,-26.5847,-3.7918,26.979
1.868000,3.2567,-26.3111,-3.2876,26.715
1.874000,3.9230,-26.0206,-2.8038,26.464
1.877000,4.5963,-25.8077,-2.3947,26.323
1.883000,5.3164,-25.6878,-2.0762,26.314
1.889000,6.0827,-25.6189,-1.7440,26.389
1.893000,6.8417,-25.5562,-1.4347,26.495
1.898000,7.6643,-25.4695,-1.1327,26.622
1.904000,8.4463,-25.3187,-0.7026,26.700
1.909000,9.1273,-25.0688,-0.1284,26.679
1.916000,9.7977,-24.6847,0.5203,26.563
1.918000,10.6945,-24.3107,0.9635,26.576
1.923000,11.8854,-23.9856,1.2919,26.800
1.928000,13.1441,-23.7099,1.4741,27.150
1.933000,14.3814,-23.4196,1.6091,27.530
1.940000,15.7019,-23.2203,1.6326,28.078
1.944000,17.0066,-23.0235,1.4589,28.661
1.951000,18.1512,-22.7384,1.3870,29.128
1.955000,19.1318,-22.4703,1.4023,29.545
1.959000,20.1023,-22.3122,1.3781,30.064
1.964000,20.8861,-22.2300,1.2547,30.528
1.969000,21.2943,-22.2065,1.0802,30.785
1.973000,21.4727,-22.1459,0.8405,30.858
1.980000,21.5210,-22.0648,0.6217,30.828
1.984000,21.6084,-21.9872,0.3542,30.830
1.990000,21.6694,-21.9921,-0.0004,30.874
1.994000,21.3682,-22.1440,-0.5135,30.777
2.000000,20.6943,-22.3069,-1.0273,30.445
2.003000,19.6756,-22.3453,-1.3511,29.804
2.009000,18.7445,-22.3126,-1.7918,29.196
2.014000,17.8981,-22.2573,-2.2683,28.651
2.019000,16.9973,-22.2852,-2.5853,28.146
2.024000,15.9341,-22.5210,-2.8585,27.736
2.029000,14.7755,-22.7881,-3.1581,27.342
2.035000,13.5550,-23.0199,-3.6422,26.961
2.039000,12.1143,-23.3269,-4.1333,26.608
2.044000,10.7137,-23.7460,-4.3350,26.409
2.052000,9.2210,-24.3662,-4.6229,26.460
2.054000,7.5711,-25.2164,-5.0307,26.805
2.058000,5.6180,-26.1821,-5.3622,27.310
2.064000,3.3857,-27.2038,-5.5895,27.978
2.069000,0.7742,-28.4186,-5.8670,29.028
2.075000,-2.2303,-30.0611,-6.3960,30.815
2.078000,-5.7918,-32.1379,-6.9329,33.383
2.085000,-9.8441,-34.2226,-6.6471,36.225
2.089000,-14.9017,-35.7264,-5.6998,39.127
2.095000,-20.9961,-37.2028,-4.6273,42.969
2.098000,-27.9085,-38.4441,-2.9268,47.596
2.103000,-34.6564,-39.6422,-0.7254,52.660
2.110000,-40.6914,-40.7799,1.7815,57.636
2.115000,-45.8577,-41.3328,4.8248,61.924
2.124000,-50.3368,-40.9615,8.1040,65.401
2.126000,-53.6930,-40.0306,11.2858,67.917
2.130000,-55.5419,-38.9776,13.4722,69.178
2.141000,-55.5810,-38.1017,13.9820,68.822
2.142000,-54.2230,-37.3316,12.8783,67.079
2.145000,-51.7528,-36.7668,10.4317,64.335
2.158000,-48.5960,-36.4052,6.9685,61.118
2.159000,-44.9650,-36.0928,3.0157,57.738
2.160000,-40.9670,-35.7654,-0.6943,54.387
2.165000,-36.7934,-35.4007,-3.7642,51.197
2.181000,-32.3122,-35.2005,-6.0444,48.163
2.182000,-27.5835,-35.0999,-7.6814,45.297
2.183000,-22.5493,-35.1071,-8.9314,42.670
2.184000,-17.2852,-35.1481,-9.8593,40.390
2.191000,-12.2361,-35.1606,-10.6555,38.724
2.195000,-7.4651,-35.1423,-11.1631,37.621
2.200000,-3.1259,-35.1425,-11.3159,37.052
2.204000,0.9107,-35.2155,-11.2782,36.989
2.211000,4.7503,-35.3823,-11.0094,37.359
2.215000,8.3580,-35.5043,-10.2061,37.876
2.220000,11.3985,-35.3858,-8.8360,38.212
2.225000,14.1321,-35.5577,-6.8149,38.865
2.230000,17.0608,-35.7483,-3.9932,39.812
2.235000,19.4145,-35.4828,-1.4152,40.472
2.241000,21.1285,-35.1472,0.7141,41.015
2.244000,21.9768,-34.8445,2.2756,41.259
2.250000,21.9998,-34.6480,3.1839,41.166
2.256000,21.3743,-34.6319,3.3586,40.835
2.260000,20.3108,-34.7702,2.7280,40.360
2.265000,19.2256,-35.0608,1.4326,40.012
2.271000,18.4118,-35.5480,-0.6040,40.038
2.276000,18.0446,-36.4039,-3.8452,40.812
2.279000,18.5778,-37.6313,-8.1288,42.747
2.286000,19.7705,-39.1046,-13.1237,45.741
2.290000,21.9785,-40.9967,-18.2558,49.971
2.295000,24.7835,-42.9129,-22.2612,54.326
2.299000,28.0106,-44.7300,-24.5794,58.220
2.304000,30.7581,-46.0625,-25.2468,60.870
2.311000,32.4359,-47.0908,-24.2809,62.122
2.316000,33.0253,-48.1391,-21.2129,62.113
2.320000,32.6017,-49.0417,-15.9106,61.001
2.327000,31.7661,-49.7160,-9.4703,59.753
2.330000,30.3720,-49.6180,-2.8977,58.248
2.336000,28.6979,-48.5588,3.2388,56.498
2.340000,27.1888,-46.7442,8.8358,54.793
2.345000,25.8661,-44.3430,13.6584,53.122
2.351000,24.5510,-41.4425,17.3991,51.215
2.355000,23.3262,-38.3752,19.5204,48.967
2.360000,22.5153,-35.3521,20.0508,46.462
2.367000,21.8411,-32.5480,18.8346,43.487
2.370000,21.0622,-30.3758,15.8116,40.203
2.375000,19.9266,-28.6869,11.5634,36.793
2.380000,18.5150,-27.1295,7.1434,33.613
2.386000,17.3526,-25.8800,2.5706,31.265
2.390000,16.4546,-24.9656,-2.1532,29.978
2.396000,15.9088,-24.3465,-6.5131,29.804
2.400000,15.6045,-23.6774,-10.0940,30.100
2.405000,15.2610,-22.6373,-12.6678,30.097
2.411000,15.0474,-21.2730,-14.0578,29.607
2.417000,15.4531,-19.9865,-14.2214,28.991
2.421000,16.7683,-18.9560,-13.3531,28.615
2.426000,18.5056,-17.9018,-11.8843,28.358
2.431000,20.3267,-16.5957,-9.9251,28.055
2.437000,22.1160,-14.9512,-7.4027,27.703
2.441000,23.7722,-13.2309,-4.5827,27.589
2.446000,25.3659,-11.4988,-1.5499,27.894
2.451000,27.0825,-9.5835,1.8216,28.786
2.455000,28.9418,-7.5388,5.1096,30.341
2.460000,30.6306,-5.2769,8.2545,32.159
2.466000,31.8648,-2.7577,10.9651,33.811
2.471000,32.6001,-0.0868,13.0627,35.120
2.477000,32.8016,2.5026,14.7001,36.032
2.480000,32.5356,4.8426,15.8064,36.495
2.486000,31.8713,7.0062,16.2763,36.466
2.491000,30.8707,8.9786,16.2502,36.023
2.496000,29.7614,10.5881,15.7468,35.296
2.501000,28.7209,11.7671,14.9603,34.455
2.506000,27.7616,12.8131,14.0916,33.667
2.510000,27.0761,13.9300,13.2750,33.217
2.516000,26.9283,15.2523,12.4437,33.356
2.521000,27.7440,16.6261,11.3581,34.281
2.525000,29.9765,17.8311,9.9266,36.264
2.531000,33.7664,18.7398,8.3865,39.518
2.537000,38.4761,19.4446,7.0036,43.676
2.541000,43.8032,19.6768,5.6400,48.350
2.545000,49.5122,19.3636,4.5262,53.356
2.551000,55.1833,18.7611,3.8163,58.410
2.555000,60.4116,18.0101,3.7142,63.148
2.562000,64.7597,17.0215,4.4101,67.104
2.567000,67.7198,15.5918,5.8740,69.739
2.571000,68.9846,13.6410,8.1246,70.788
2.577000,68.4401,11.2329,10.8558,70.200
2.582000,66.3810,8.4199,13.6686,68.295
2.587000,63.2416,5.5634,16.4502,65.582
2.591000,59.1669,2.7353,18.4277,62.031
2.596000,54.4696,0.0449,19.0526,57.706
2.601000,49.7123,-2.5290,18.2713,53.024
2.606000,45.3963,-4.9794,16.1867,48.452
2.612000,41.6072,-7.1136,13.1170,44.202
2.618000,38.1691,-8.7401,9.5034,40.294
2.620000,35.1304,-9.9455,5.7479,36.961
2.627000,32.4431,-10.8031,2.1918,34.265
2.632000,29.9486,-11.3004,-0.8684,32.021
2.637000,27.6725,-11.5258,-3.2867,30.157
2.642000,25.7072,-11.5921,-5.1353,28.664
2.646000,24.0394,-11.5756,-6.2923,27.413
2.651000,22.7232,-11.5438,-6.9299,26.413
2.656000,21.6359,-11.5701,-6.8583,25.476
2.661000,20.9019,-11.7594,-6.2806,24.792
2.668000,20.2129,-12.1046,-5.3623,24.163
2.672000,19.4024,-12.5190,-4.2033,23.470
2.677000,18.3449,-13.0084,-2.7705,22.659
2.681000,17.2138,-13.6278,-1.4661,22.004
2.687000,15.9957,-14.2908,-0.3839,21.453
2.693000,14.7180,-15.0185,0.4408,21.033
2.696000,13.3695,-15.7930,1.0910,20.721
2.701000,11.8955,-16.5429,1.4691,20.429
2.707000,10.3416,-17.1940,1.5916,20.128
2.712000,8.8579,-17.7651,1.4447,19.903
2.718000,7.5870,-18.3181,1.2272,19.865
2.721000,6.4150,-18.6954,1.0517,19.793
2.727000,5.5057,-19.0265,0.7223,19.820
2.732000,4.9529,-19.4272,0.2339,20.050
