Date;Timestamp;DeviceOrientation;GyroscopeX;GyroscopeY;GyroscopeZ;Label
2020-12-02 10:35:33;1606876533.372055;faceUp;-0.10174154490232468;-0.49155375361442566;0.03206126391887665;
2020-12-02 10:35:33;1606876533.3793201;faceUp;-0.07886604964733124;-0.4625205099582672;0.07964316010475159;
2020-12-02 10:35:33;1606876533.3820949;faceUp;0.10834671556949615;-0.18442364037036896;0.15262523293495178;
2020-12-02 10:35:33;1606876533.416381;faceUp;0.19456389546394348;-0.01438373327255249;0.16482996940612793;
2020-12-02 10:35:33;1606876533.476131;faceUp;0.16395404934883118;-0.1710047721862793;0.04355466738343239;
2020-12-02 10:35:33;1606876533.521072;faceUp;0.10071808844804764;-0.2881423234939575;-0.27797970175743103;
2020-12-02 10:35:33;1606876533.576854;faceUp;0.025549568235874176;-0.05049220100045204;-0.4072692394256592;
2020-12-02 10:35:33;1606876533.619127;faceUp;0.2514684498310089;0.329468697309494;-0.46824657917022705;
2020-12-02 10:35:33;1606876533.677671;faceUp;0.05091617628931999;-0.6832882761955261;-0.4475279748439789;
2020-12-02 10:35:33;1606876533.725873;faceUp;-0.1380758434534073;-0.09268972277641296;0.08624061197042465;
2020-12-02 10:35:33;1606876533.778063;faceUp;0.3511795997619629;-1.0368725061416626;-0.18375597894191742;
2020-12-02 10:35:33;1606876533.8255281;faceUp;0.505757749080658;-1.4152610301971436;-0.2953019440174103;
2020-12-02 10:35:33;1606876533.87873;faceUp;0.20386818051338196;-1.3969651460647583;-0.8796181082725525;
2020-12-02 10:35:33;1606876533.92628;faceUp;-0.3635598421096802;-0.7246285676956177;-0.589150607585907;
2020-12-02 10:35:33;1606876533.979385;faceUp;-0.13843697309494019;-1.658061146736145;-0.3108212649822235;
2020-12-02 10:35:33;1606876534.0195398;faceUp;-0.47194036841392517;-1.7500635385513306;-0.4107454717159271;
2020-12-02 10:35:33;1606876534.07997;faceUp;-0.8084408640861511;-0.6254540085792542;-0.8183265328407288;
2020-12-02 10:35:33;1606876534.128138;faceUp;-1.199967861175537;-0.11915941536426544;-1.0551396608352661;
2020-12-02 10:35:33;1606876534.180688;faceUp;-1.2849845886230469;0.21550992131233215;-0.357259064912796;
2020-12-02 10:35:33;1606876534.229007;faceUp;-0.7469386458396912;-0.25412842631340027;-0.3772745728492737;
2020-12-02 10:35:33;1606876534.281112;faceUp;-0.580407977104187;-0.8874619603157043;-0.7409569025039673;
2020-12-02 10:35:33;1606876534.329833;faceUp;-1.1441160440444946;-0.8734387755393982;-0.4828316271305084;
2020-12-02 10:35:33;1606876534.3820019;faceUp;-1.5850244760513306;-0.044667601585388184;-0.15369874238967896;
2020-12-02 10:35:33;1606876534.4301891;faceUp;-2.0809226036071777;-0.09626954793930054;-0.044804755598306656;
2020-12-02 10:35:33;1606876534.482368;faceUp;-1.5659147500991821;-0.8385159969329834;-0.41254469752311707;
2020-12-02 10:35:33;1606876534.5312362;faceUp;-0.872104287147522;-1.0289809703826904;-0.4011301100254059;
2020-12-02 10:35:33;1606876534.583218;faceUp;-1.1496546268463135;-0.06897800415754318;-0.2507408857345581;
2020-12-02 10:35:33;1606876534.6318789;faceUp;-0.966550886631012;0.11744966357946396;-0.03550180047750473;
2020-12-02 10:35:33;1606876534.683624;faceUp;0.5261873602867126;0.2866802215576172;-0.25591593980789185;
2020-12-02 10:35:33;1606876534.726454;faceUp;2.088336229324341;-0.4802350401878357;-0.7686359286308289;
2020-12-02 10:35:33;1606876534.8155541;faceUp;1.1964002847671509;-0.45482689142227173;-0.6262324452400208;
2020-12-02 10:35:33;1606876534.874909;faceUp;0.09194163978099823;-0.7520135641098022;-0.06697184592485428;
2020-12-02 10:35:33;1606876534.9169168;faceUp;-1.2545603513717651;-1.5096701383590698;-0.5283847451210022;
2020-12-02 10:35:33;1606876534.975863;faceUp;-2.114361047744751;-1.7079850435256958;-0.42459627985954285;
2020-12-02 10:35:33;1606876535.016656;faceUp;-2.9935483932495117;-2.237640857696533;-0.2199949473142624;
2020-12-02 10:35:33;1606876535.076582;faceUp;-2.898165702819824;-2.037764310836792;-0.6021891832351685;
2020-12-02 10:35:33;1606876535.116764;faceUp;-2.614694833755493;-1.3170939683914185;-1.712154507637024;
2020-12-02 10:35:33;1606876535.176878;faceUp;-2.1781747341156006;-1.1599597930908203;-2.4062340259552;
